question	answer	opus	prompt
Carlos le Benji ba lewatle. Carlos o hira canoe ka R30 bakeng sa hora mme Benji o hira sekepe sa banana raft ka R18 ka hora. Ha Carlos a sebedisa sekepe bakeng sa hora tse 3 le Benji a sebedisa raft ka hora tse 5, ba patala bokae ha ba hira kaofela?	180	[TextBlock(text='174', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nCarlos le Benji ba lewatle. Carlos o hira canoe ka R30 bakeng sa hora mme Benji o hira sekepe sa banana raft ka R18 ka hora. Ha Carlos a sebedisa sekepe bakeng sa hora tse 3 le Benji a sebedisa raft ka hora tse 5, ba patala bokae ha ba hira kaofela?\n'}]}]
Andrew o rera leeto ho tswa New Jersey ho ya Rochester. Ho nka matsatsi a mararo ha o tsamaya ka bese mme ho nka halofo ya matsatsi ao ha o tsamaya ka koloi ho tswa New Jersey ho ya Rochester. O tla nka matsatsi a makae ha a ya Rochester ka bese e be o kgutla ka koloi?	9	[TextBlock(text='4', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nAndrew o rera leeto ho tswa New Jersey ho ya Rochester. Ho nka matsatsi a mararo ha o tsamaya ka bese mme ho nka halofo ya matsatsi ao ha o tsamaya ka koloi ho tswa New Jersey ho ya Rochester. O tla nka matsatsi a makae ha a ya Rochester ka bese e be o kgutla ka koloi?\n'}]}]
James o bala dikarete tsa hae tsa Pokemon. O na le tsa mollo tse 30, tsa bojwang tse 20, le tsa metsi tse 40. Ha a lahlehelwa ke tse 8 tsa metsi mme a reka tsa bojwang tse 14, ke monyetla o mokae wa phesente (palo e iswang ho integer) o ka bontshang hore ho ka kgethwa karete ya metsi?	33	[TextBlock(text='46', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJames o bala dikarete tsa hae tsa Pokemon. O na le tsa mollo tse 30, tsa bojwang tse 20, le tsa metsi tse 40. Ha a lahlehelwa ke tse 8 tsa metsi mme a reka tsa bojwang tse 14, ke monyetla o mokae wa phesente (palo e iswang ho integer) o ka bontshang hore ho ka kgethwa karete ya metsi?\n'}]}]
Robert o rekile burrito eo o iketsetsang yona bakeng sa dijo tsa motshehare. Burrito ya base ke R6.50. O eketsa ka nama ya R2, kase ya R1, avocado ya R1 le disousu tse 2 ka R0.25 ka nngwe. O nka qeto ya ho eketsa dijo tsa hae ka R3.00, moo a ka kenya di-chips le senomaphodi. O na le karete ya mpho ya R5.00 eo a e sebedisang ha a lefa. O ntse a kolota bokae?	9	[TextBlock(text='8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nRobert o rekile burrito eo o iketsetsang yona bakeng sa dijo tsa motshehare. Burrito ya base ke R6.50. O eketsa ka nama ya R2, kase ya R1, avocado ya R1 le disousu tse 2 ka R0.25 ka nngwe. O nka qeto ya ho eketsa dijo tsa hae ka R3.00, moo a ka kenya di-chips le senomaphodi. O na le karete ya mpho ya R5.00 eo a e sebedisang ha a lefa. O ntse a kolota bokae?\n'}]}]
Kalinda o sebetsana le puzzle e nang le dikarolo tse 360 le mme wa hae. Kalinda o kgona ho kopanya dikarolo tse 4 ka motsotso. Mme wa hae yena o kgona ho kopanya halofo ya tsa Kalinda ka motsotso. Ba tla nka dihora tse kae ho kopanya puzzle ena?	1	[TextBlock(text='90', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKalinda o sebetsana le puzzle e nang le dikarolo tse 360 le mme wa hae. Kalinda o kgona ho kopanya dikarolo tse 4 ka motsotso. Mme wa hae yena o kgona ho kopanya halofo ya tsa Kalinda ka motsotso. Ba tla nka dihora tse kae ho kopanya puzzle ena?\n'}]}]
Polasi ya mahapu e hlahisitse mahapu a manyane a 120. Ashlyn o ile a ya polasing kamora dikgwedi tse pedi mme a fumana hore 30% ya mahapu e loketse ho kotulwa, mme yaba o a isa hae. Ha a kgutlela kamora dibeke tse pedi, 3/4 ya a setseng a ne a loketse kotulo, mma a a nka. Ke mahapu a makae a neng a sa lokela ho kotulwa kamora dibeke tse pedi?	21	[TextBlock(text='42', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nPolasi ya mahapu e hlahisitse mahapu a manyane a 120. Ashlyn o ile a ya polasing kamora dikgwedi tse pedi mme a fumana hore 30% ya mahapu e loketse ho kotulwa, mme yaba o a isa hae. Ha a kgutlela kamora dibeke tse pedi, 3/4 ya a setseng a ne a loketse kotulo, mma a a nka. Ke mahapu a makae a neng a sa lokela ho kotulwa kamora dibeke tse pedi?\n'}]}]
Mark o raka dikoloi tse 12 bakeng sa khamphani ya hae. Koloi ka nngwe o e rekisa ka R20 000. O patala lekgetho la 10% dikoloing le R1000 ya boingodiso koloing ka nngwe. O batala tjhelete e kae kaofela?	276,000	[TextBlock(text='228000', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMark o raka dikoloi tse 12 bakeng sa khamphani ya hae. Koloi ka nngwe o e rekisa ka R20 000. O patala lekgetho la 10% dikoloing le R1000 ya boingodiso koloing ka nngwe. O batala tjhelete e kae kaofela?\n'}]}]
Kylie le Robert ba thabela ho ya lewatle ba ilo lata dikgetla. Ka Mantaha, Kylie a fumana tse 5 ho feta Robert, ya fumanang 20. Ka Labobedi, Kylie a fumana palo e iphetang habedi ho feta tseo a di fumaneng ka Mantaha. Ka Labobedi Kylie o fumane dikgetla tse kae? 	50	[TextBlock(text='30', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKylie le Robert ba thabela ho ya lewatle ba ilo lata dikgetla. Ka Mantaha, Kylie a fumana tse 5 ho feta Robert, ya fumanang 20. Ka Labobedi, Kylie a fumana palo e iphetang habedi ho feta tseo a di fumaneng ka Mantaha. Ka Labobedi Kylie o fumane dikgetla tse kae? \n'}]}]
Dax o ile polasing ho ya kga diapole mme a fumana hore dikokonyana di ngata ka halofo ho feta bohlwa serapeng. Haeba ho ne ho ena le dikokonyana tse 50, kopanya palo ya bohlwa serapeng. 	75	[TextBlock(text='25', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDax o ile polasing ho ya kga diapole mme a fumana hore dikokonyana di ngata ka halofo ho feta bohlwa serapeng. Haeba ho ne ho ena le dikokonyana tse 50, kopanya palo ya bohlwa serapeng. \n'}]}]
Ho na le di-penguin tse 36 tse horileng letsatsi lehlweng. Bonngwe ba boraro ba tsona ba tlolela hara lewatle ho ya sesa. Bonngwe ba boraro bo bong ba kena hara lehaha ho ya ja tinara. Ke di-penguin tse kae tse setseng di hora letsatsi?	12	[TextBlock(text='12', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nHo na le di-penguin tse 36 tse horileng letsatsi lehlweng. Bonngwe ba boraro ba tsona ba tlolela hara lewatle ho ya sesa. Bonngwe ba boraro bo bong ba kena hara lehaha ho ya ja tinara. Ke di-penguin tse kae tse setseng di hora letsatsi?\n'}]}]
Steve o nka qeta ya ho ja ditamati tse ngata le ho jala ditamati tsa hae tsa cherry. O ja ho feta kgarebe ya hae. O ja tse 6 ka letsatsi. Ha serapa se hlahisa ditamati tse 3 ka beke, o hloka dirapa tse kae? 	21	[TextBlock(text='14', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSteve o nka qeta ya ho ja ditamati tse ngata le ho jala ditamati tsa hae tsa cherry. O ja ho feta kgarebe ya hae. O ja tse 6 ka letsatsi. Ha serapa se hlahisa ditamati tse 3 ka beke, o hloka dirapa tse kae? \n'}]}]
John o reka di-pizza tseo a tla dija le metswalle. Ho na le metswalle e 20 mme o batla ho etsa bonnete ba hore kaofela ha bona ba fumana dilae tse 4. Di-pizza di tswa ka dilae tse 8. John o hloka ho reka di-pizza tse kae?	10	[TextBlock(text='10', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJohn o reka di-pizza tseo a tla dija le metswalle. Ho na le metswalle e 20 mme o batla ho etsa bonnete ba hore kaofela ha bona ba fumana dilae tse 4. Di-pizza di tswa ka dilae tse 8. John o hloka ho reka di-pizza tse kae?\n'}]}]
Ram o sebedisa dipene tse ngata. O fumane hore a ka boloka tjhelete ka ho kopanya dienke dipeneng tsa hlano tse senang letho hore a etse pene e felletseng. Ha a reka dipene tse 25 mme a di sebedisa ho etsa dipene dipene tse ntjha ha a haelwa ke enke, o tlo ba ke dipene tse kae kaofela?	31	[TextBlock(text='30', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nRam o sebedisa dipene tse ngata. O fumane hore a ka boloka tjhelete ka ho kopanya dienke dipeneng tsa hlano tse senang letho hore a etse pene e felletseng. Ha a reka dipene tse 25 mme a di sebedisa ho etsa dipene dipene tse ntjha ha a haelwa ke enke, o tlo ba ke dipene tse kae kaofela?\n'}]}]
Johnny o nikile tjhelete ya hae e kana ka R20 mme a e eketsa ka R10. O ile a tsetela tjhelete ena mme ya hola hararo selemong. O bile le tjhelete e kae kamora selemo?	90	[TextBlock(text='90', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJohnny o nikile tjhelete ya hae e kana ka R20 mme a e eketsa ka R10. O ile a tsetela tjhelete ena mme ya hola hararo selemong. O bile le tjhelete e kae kamora selemo?\n'}]}]
Mara o monyane ho Joan ka dilemo tse pedi, ya moholo ka dilemo tse hlano ho Jessa. Ha Jessa a le dilemo tse 20, banana bana ba bararo ba dilemo di kae?	68	[TextBlock(text='13, 18, 20', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMara o monyane ho Joan ka dilemo tse pedi, ya moholo ka dilemo tse hlano ho Jessa. Ha Jessa a le dilemo tse 20, banana bana ba bararo ba dilemo di kae?\n'}]}]
Baithuti ba neng ba le holong ya sekolo ba be ba le 1000. Holo e ne e na le mamati a 3, A, B, le C, ao ba neng ba etswa ho ona hape. Ha e le hore kamora kopano 30% ya baithuti e tswile ka monyako wa A, 3/5 ya ba setseng e tswile ka B, mme ba setseng ba tswa ka C, kopanya palo ya baithui ba tswileng ka C.	280	[TextBlock(text='140', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nBaithuti ba neng ba le holong ya sekolo ba be ba le 1000. Holo e ne e na le mamati a 3, A, B, le C, ao ba neng ba etswa ho ona hape. Ha e le hore kamora kopano 30% ya baithuti e tswile ka monyako wa A, 3/5 ya ba setseng e tswile ka B, mme ba setseng ba tswa ka C, kopanya palo ya baithui ba tswileng ka C.\n'}]}]
James o na le dipompong tse 6 ho feta Robert. John o na le dipompong tse palo e iphethang habedi ho ya Robert. Ha John a na le dipompong tse 54, John tsa hae di kae ho tsa James?	21	[TextBlock(text='18', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJames o na le dipompong tse 6 ho feta Robert. John o na le dipompong tse palo e iphethang habedi ho ya Robert. Ha John a na le dipompong tse 54, John tsa hae di kae ho tsa James?\n'}]}]
Dolly o na le dibuka tse pedi. Pandora o na le e le nngwe. Ha e mong a bala buka ya e mong, ho kenyeletsa le tsa bona, ba tla be ba badile dibuka tse kae kaofela?	6	[TextBlock(text='6', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nDolly o na le dibuka tse pedi. Pandora o na le e le nngwe. Ha e mong a bala buka ya e mong, ho kenyeletsa le tsa bona, ba tla be ba badile dibuka tse kae kaofela?\n'}]}]
Mike le batho ba 5 ba ne ba ngollana mangolo. O ile a tlohela ho ngolla ba babedi. Motho ka mong o romela mangolo a 2 bekeng a botelele ba maqephe a 5. O araba ka mosa. A ka ngola leqephe metsotsong e 6. O nka dihora tse kae a ngola bekeng?	3	[TextBlock(text='9', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMike le batho ba 5 ba ne ba ngollana mangolo. O ile a tlohela ho ngolla ba babedi. Motho ka mong o romela mangolo a 2 bekeng a botelele ba maqephe a 5. O araba ka mosa. A ka ngola leqephe metsotsong e 6. O nka dihora tse kae a ngola bekeng?\n'}]}]
Jason o na le metsotso ya founu e 1000 ka kgwedi. Letsatsi ka leng o  letsetsa monga hae ka metsotso e 15, mme o ne a ena le metsotso e eketsehileng e 300 ya ho ka letsetsa batho ba bang kgweding ena. Jason o salletswe ke metsotso e mekae haeba kgwedi ena e na le matsatsi a 30?	250	[TextBlock(text='550', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nJason o na le metsotso ya founu e 1000 ka kgwedi. Letsatsi ka leng o  letsetsa monga hae ka metsotso e 15, mme o ne a ena le metsotso e eketsehileng e 300 ya ho ka letsetsa batho ba bang kgweding ena. Jason o salletswe ke metsotso e mekae haeba kgwedi ena e na le matsatsi a 30?\n'}]}]
Griffin o ne a ena le di-chips tse 24, empa Kyle a nka tse 5. Billy o nkile bongata ba Kyle habedi. Ginger o file Griffin seatla sa di-chips, yaba Colby o nkela Griffin palo e ka tlase ho tsa Kyle ka 3. Haele hore qetellong Griffin o ne a ena le di-chips tse 27, Ginger o file Griffin di-chips tse kae?	20	[TextBlock(text='8', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nGriffin o ne a ena le di-chips tse 24, empa Kyle a nka tse 5. Billy o nkile bongata ba Kyle habedi. Ginger o file Griffin seatla sa di-chips, yaba Colby o nkela Griffin palo e ka tlase ho tsa Kyle ka 3. Haele hore qetellong Griffin o ne a ena le di-chips tse 27, Ginger o file Griffin di-chips tse kae?\n'}]}]
Ho na le dikgofu tse 4 hara aquarium e nngwe le tse 32 ho e nngwe. Phapang pakeng tsa palo ya dikgofu tse di-aquariumong tse pedi ke palo e iphethang habedi ya ditlhapi di-aquariamong tse pedi. Ha di-aquarium tsena tse pedi di na le palo e tshwanang ya ditlhapi, ke ditlhapi tse kae hara aquarium ka nngwe.	7	[TextBlock(text='18', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nHo na le dikgofu tse 4 hara aquarium e nngwe le tse 32 ho e nngwe. Phapang pakeng tsa palo ya dikgofu tse di-aquariumong tse pedi ke palo e iphethang habedi ya ditlhapi di-aquariamong tse pedi. Ha di-aquarium tsena tse pedi di na le palo e tshwanang ya ditlhapi, ke ditlhapi tse kae hara aquarium ka nngwe.\n'}]}]
Makeup artist wa Jean o bitsa R250 ka hora. O batla makeup o bitsang haholo bakeng sa filimi eo a bapalang ho yona mme e nka dihora tse 6 ho o etsa letsatsi ka leng, mme o hloka ho o etsa ha 4 bekeng. Filimi ena e tla fela kamora dibeke tse 5. Kamora hore filimi e fele, makeup artist e fa Jean theolelo ya 10% ka baka la mosebetsi o entsweng. Jean o patetse bokae?	27000	[TextBlock(text='10800', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nMakeup artist wa Jean o bitsa R250 ka hora. O batla makeup o bitsang haholo bakeng sa filimi eo a bapalang ho yona mme e nka dihora tse 6 ho o etsa letsatsi ka leng, mme o hloka ho o etsa ha 4 bekeng. Filimi ena e tla fela kamora dibeke tse 5. Kamora hore filimi e fele, makeup artist e fa Jean theolelo ya 10% ka baka la mosebetsi o entsweng. Jean o patetse bokae?\n'}]}]
Isabelle o rekile disebediswa tsa mokete wa ho keteka letsatsi la tswalo la ngwanabo a monyane. O sebedisitse R12 bakeng sa metswako ya kuku, R43 bakeng sa dimpho, R15 bakeng sa mekgabiso, R4 bakeng sa dimemo, le R22 bakeng sa dimpho tsa baeti. O arola tjhelete hararo, ka ho lekana, le batswadi ba hae. Motho ka mong o sebedisitse diranta tse kae?	32	[TextBlock(text='32', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nIsabelle o rekile disebediswa tsa mokete wa ho keteka letsatsi la tswalo la ngwanabo a monyane. O sebedisitse R12 bakeng sa metswako ya kuku, R43 bakeng sa dimpho, R15 bakeng sa mekgabiso, R4 bakeng sa dimemo, le R22 bakeng sa dimpho tsa baeti. O arola tjhelete hararo, ka ho lekana, le batswadi ba hae. Motho ka mong o sebedisitse diranta tse kae?\n'}]}]
Seapehi se rekile mekotla e 4 ya dieiye. Mokotla o le mong o ne o le boima ba dikhilokeramo tse 50. Khilokeramo ya dieiye ka nngwe e bitsa R1.50. Seapehi se sebedisitse bokae?	300	[TextBlock(text='300', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nSeapehi se rekile mekotla e 4 ya dieiye. Mokotla o le mong o ne o le boima ba dikhilokeramo tse 50. Khilokeramo ya dieiye ka nngwe e bitsa R1.50. Seapehi se sebedisitse bokae?\n'}]}]
Ka Mantaha, Sue o ile a ja dikuku tse ngata ka makgetlo a 4 ho feta ausi wa hae. Ka Labobedi, o ile a ja dikuku tse ngata ka makgetlo a mabedi ho feta ausi wa hae. Ausi wa hae o ile a ja dikuku tse 5 ka Mantaha le tse 13 letsatsing le hlahlamang. Haeba kuku e le nngwe e na le dikhalori tse 200, Sue o jele dikhalori tse kae ho feta ausi wa hae? 	5,600	[TextBlock(text='144', type='text')]	[{'role': 'user', 'content': [{'type': 'text', 'text': 'Answer only and the answer should only contain integers. \nKa Mantaha, Sue o ile a ja dikuku tse ngata ka makgetlo a 4 ho feta ausi wa hae. Ka Labobedi, o ile a ja dikuku tse ngata ka makgetlo a mabedi ho feta ausi wa hae. Ausi wa hae o ile a ja dikuku tse 5 ka Mantaha le tse 13 letsatsing le hlahlamang. Haeba kuku e le nngwe e na le dikhalori tse 200, Sue o jele dikhalori tse kae ho feta ausi wa hae? \n'}]}]
