q_id,subject,split,question,translate_question,choice_A,translate_choice_A,choice_B,translate_choice_B,choice_C,translate_choice_C,choice_D,translate_choice_D,answer
95,international_law,test,Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,"Je, utekaji-nyara wa nje ya nchi ni msingi wa kukataa mamlaka ya kisheria ya mahakama za Kiingereza?",Such abduction constitutes abuse of process and leads to a stay of proceedings,Utekaji nyara kama huo unajumuisha matumizi mabaya ya mchakato na husababisha kusimamishwa kwa kesi,Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings,Utekaji nyara kama huo husababisha uwajibikaji wa mtekaji lakini hausababishi kusimamishwa kwa kesi,The stay of proceedings under such circumstances would prevent the administration of justice in respect of international criminals,Kusitishwa kwa kesi chini ya hali kama hizo kungezuia utekelezaji wa haki kwa wahalifu wa kimataifa,"The courts may, but will seldom, stay proceedings in cases of extra-territorial abduction","Mahakama zinaweza, lakini mara chache husitisha kesi katika kesi za utekaji nyara wa nje ya nchi",A
96,international_law,test,What is the meaning of 'secondary rules' in the law of international responsibility?,Ni nini maana ya 'kanuni za sekondari' katika sheria ya uwajibikaji wa kimataifa?,"Secondary rules are the rules of interpretation of international law, including the law of international responsibility","Kanuni za sekondari ni kanuni za fasiri ya sheria za kimataifa, ikiwa ni pamoja na sheria ya uwajibikaji wa kimataifa","Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules, ie of the international obligations of the States","Sheria za sekondari ni sheria zinazosimamia matokeo ya kisheria yanayotokana na ukiukaji wa sheria za msingi, yaani, wajibu wa kimataifa wa Mataifa",Secondary rules are the rules that govern exclusively the concept of attribution in the law of international responsibility,Kanuni za sekondari ni kanuni zinazosimamia kwa upekee dhana ya sifa katika sheria ya uwajibikaji wa kimataifa,Secondary rules are the rules that govern exclusively the law of countermeasures,Kanuni za sekondari ni kanuni zinazosimamia sheria ya hatua za kupinga pekee,B
97,international_law,test,What does the doctrine of incorporation suggest in respect of treaties?,"Je, kanuni muhimu ya kuingizwa inapendekeza nini kuhusiana na mikataba?",The doctrine of incorporation requires that all treaties undergo legislative transformation before they become domestic law,Kanuni muhimu ya kuingizwa inahitaji kwamba mikataba yote ibadilishwe kisheria kabla ya kuwa sheria ya ndani,The doctrine of incorporation does not require any further action at the domestic level,Kanuni muhimu ya kuingizwa haihitaji hatua yoyote zaidi katika ngazi ya ndani,The doctrine of incorporation treats treaties as inferior to domestic law,Kanuni muhimu ya kuingizwa inachukulia mikataba kuwa duni kuliko sheria za ndani,The doctrine of incorporation suggests that ratified treaties automatically pass into the sphere of domestic law,Kanuni muhimu ya ujumuishaji inapendekeza kwamba mikataba iliyoidhinishwa ipitishwe moja kwa moja katika nyanja za sheria za nyumbani,D
98,international_law,test,Are the provisional measures issued by the ICJ binding upon the parties?,"Je, hatua za muda zinazotolewa na ICJ zinawabana wahusika?","No, according to the literal interpretation of the relevant provision of the State, the provisional measures are not binding","Hapana, kwa mujibu wa tafsiri halisi ya kifungu husika cha serikali, hatua za muda sio za kisheria","No, unless the parties have agreed so beforehand","Hapana, isipokuwa ikiwa wahusika wamekubaliana hivyo kabla",It depends upon the Court whether the provisional measures will be binding,Inategemea Mahakama kama hatua za muda zitakuwa nza kubana,"Yes, it has been consistently held by the Court since the La Grand case (2001) that they are binding","Ndiyo, imekuwa ikishikiliwa na Mahakama mara kwa mara tangu kesi ya La Grand (2001) kwamba inawabana",D
99,international_law,test,When are countermeasures illegal?,Ni wakati gani hatua za kukabiliana huwa haramu?,"Countermeasures are illegal when inter alia are disproportionate or in violation of a peremptory norm of international law (e.g. the use of force, human rights)","Hatua za kukabiliana na hali ni kinyume cha sheria wakati mambo mengine hayana uwiano au yanakiuka kanuni za sheria za kimataifa (k.m. matumizi ya nguvu, haki za binadamu)",Countermeasures are illegal when they are taken in the course of an armed conflict,Hatua za kukabiliana ni kinyume cha sheria zinapochukuliwa wakati wa vita,Countermeasures are illegal when they violate bilateral treaties,Hatua za kukabiliana ni kinyume cha sheria zinapokiuka mikataba ya nchi mbili,Countermeasures are illegal when the responsible State does not consent to them,Hatua za kukabiliana ni kinyume cha sheria wakati Nchi inayohusika haikubali nazo,A
100,international_law,test,What is the difference between political and legal means of dispute settlement?,Kuna tofauti gani kati ya njia za kisiasa na kisheria za kusuluhisha mizozo?,"The outcome arising from legal methods, ie arbitration or adjudication by the ICJ, is final and binding upon the parties, whereas this is not the case with diplomatic methods","Matokeo yanayotokana na mbinu za kisheria, yaani usuluhishi au uamuzi wa ICJ, ni ya mwisho na yanawabana wahusika, ilhali sivyo ilivyo kwa mbinu za kidiplomasia","The political methods are pursued upon the consent of then parties to the dispute, whereas the legal methods not","Mbinu za kisiasa zinafuatwa kwa idhini ya wahusika wa wakati huo kwenye mzozo, ilhali mbinu za kisheria hazifuati","The political means lead to a final settlement of the dispute, whereas this is not the case with the legal methods","Njia za kisiasa husababisha suluhu la mwisho la mzozo huo, ilhali sivyo ilivyo kwa mbinu za kisheria","The legal methods of dispute settlement are pursued only in respect of significant disputes, whereas the political means are employed in all disputes","Mbinu za kisheria za kusuluhisha mizozo hufuatwa tu kuhusiana na mizozo mikubwa, ilhali njia za kisiasa hutumika katika mizozo yote",A
101,international_law,test,What is the rationale for the exhaustion of local remedies in international human rights?,Ni nini msingi wa kumalizika kwa masuluhisho ya ndani katika haki za binadamu za kimataifa?,The local remedies rule aims to free up international tribunals to deal with the most serious cases,Sheria ya masuluhisho ya ndani inalenga kuachilia mahakama za kimataifa kushughulikia kesi mbaya zaidi,The local remedies rule aims to dissuade applicants abusing the system from filing unnecessary petitions,Sheria ya masuluhisho ya ndani inalenga kuwazuia waombaji kutumia mfumo vibaya kwa kuwasilisha maombi yasiyo ya lazima,The local remedies rule aims on the one hand to restrict the volume of petitions to international tribunals while at the same time building up the capacity of local courts,Sheria ya masuluhisho ya ndani inalenga kwa upande mmoja kuzuia wingi wa maombi kwa mahakama za kimataifa na wakati huo huo ikijenga uwezo wa mahakama za ndani,The local remedies rule helps demonstrate that national courts are always better placed than international ones to deal with cases,Sheria ya masuluhisho ya ndani husaidia kuonyesha kwamba mahakama za kitaifa daima ziko na nafasi nzuri zaidi ya kushughulikia kesi kuliko zile za kimataifa,C
102,international_law,test,Which of the following cases best illustrates the 'living instrument principle' used by the European Court of Human Rights?,Ni kesi gani kati ya zifuatazo zinazoonyesha vyema 'kanuni ya chombo hai' inayotumiwa na Mahakama ya Ulaya ya Haki za Kibinadamu?,Golder v UK (1978),Golder v UK (1978),A v UK (2009),A v UK (2009),Goodwin v UK (2002),Goodwin v UK (2002),Osman v UK (1998),Osman v UK (1998),C
103,international_law,test,Is the recognition of foreign judgments subject to the same rules as those applicable to the incorporation and transformation of treaties?,"Je, utambuzi wa hukumu za kigeni unategemea sheria sawa na zile zinazotumika katika ujumuishaji na mabadiliko ya mikataba?",Foreign judgments are enforced on the basis of the doctrine of incorporation,Hukumu za kigeni zinatekelezwa kwa misingi ya kanuni muhimu ya kuingizwa,Foreign judgments are enforced on the basis of the doctrine of transformation,Hukumu za kigeni zinatekelezwa kwa misingi ya fundisho la mabadiliko,The recognition of foreign judgments is dependent on the existence of appropriate bilateral or multilateral treaties,Utambuzi wa hukumu za kigeni unategemea kuwepo kwa mikataba ifaayo ya nchi mbili au ya kimataifa,The courts exercise discretion as to the enforcement of foreign judgments on the basis of the rule of comity,Mahakama zinatumia busara kuhusu utekelezaji wa hukumu za kigeni kwa misingi ya utawala wa heshima,C
104,international_law,test,What was the most important finding by the House of Lords in the Pinochet case?,Ni matokeo gani muhimu zaidi ya Nyumba ya Mabwana katika kesi ya Pinochet?,The Pinochet case confirmed that former heads of State enjoy absolute immunity,Kesi ya Pinochet ilithibitisha kwamba wakuu wa zamani wa Nchi wanafurahia kinga kamili ya kisheria,The Pinochet case confirmed that all public acts enjoy immunity,Kesi ya Pinochet ilithibitisha kuwa sheria zote za umma zinazopondekezwa zinafurahia kinga ya kisheria,The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office,Kesi ya Pinochet ilithibitisha kwamba viongozi wa zamani wa Nchi huacha kufurahia kinga ya sheria ya kibinafsi mara tu watakapoondolewa ofisini,The Pinochet case confirmed that in respect of immunities there is no difference between a current and a former head of State,Kesi ya Pinochet ilithibitisha kuwa kuhusiana na kinga ya kisheria hakuna tofauti kati ya mkuu wa sasa na mkuu wa zamani wa Nchi,C
105,international_law,test,Which one of the statements below is false?,Ni kauli gani kati ya zilizo hapa chini ni ya uwongo?,The war crimes trials at Nuremberg and Tokyo took place immediately after the First World War,Kesi za uhalifu wa kivita huko Nuremberg na Tokyo zilifanyika mara tu baada ya Vita vya Kwanza vya Kidunia,The war crimes trials introduced a 'crime against humanity' as an offence,Kesi za uhalifu wa kivita zilianzisha 'uhalifu dhidi ya ubinadamu' kama kosa,The war crimes trials held individuals legally responsible for acts such as war crimes and crimes against humanity,Kesi za uhalifu wa kivita ziliwajibisha watu binafsi kisheria kwa vitendo kama vile uhalifu wa kivita na uhalifu dhidi ya ubinadamu,"The war crimes trials found that ""superior orders"" could not be used as a defence for war crimes or crimes against humanity","Kesi za uhalifu wa kivita ziligundua kuwa ""amri bora"" hazingeweza kutumika kama utetezi wa uhalifu wa kivita au uhalifu dhidi ya ubinadamu",A
106,international_law,test,Which State exercises jurisdiction over vessels on the high seas?,Jimbo gani lina mamlaka juu ya meli kwenye bahari kuu?,All States may exercise jurisdiction over foreign vessels on the high seas,Majimbo yote yanaweza kuwa na mamlaka juu ya meli za kigeni kwenye bahari kuu,States may exercise jurisdiction over foreign vessels on the high seas only in cases of criminal activity that concerns them,Majimbo yanaweza kuwa na mamlaka juu ya meli za kigeni kwenye bahari kuu katika hali za uhalifu zinazowahusu pekee,"The flag State is to exercise exclusive jurisdiction over its vessels on the high seas, with the exception of specific cases, such as piracy","Jimbo la bendera linapaswa kutumia mamlaka ya kipekee juu ya meli zake kwenye bahari kuu, isipokuwa hali maalum, kama vile uharamia",The flag State is the only State to exercise exclusive jurisdiction over its vessels on the high seas with no exception,Jimbo la bendera ndilo Jimbo pekee linalotumia mamlaka ya kipekee juu ya meli zake kwenye bahari kuu bila ubaguzi,C
107,international_law,test,Should treaties assume a particular form?,"Je, mikataba inapaswa kuwa na muundo fulani?",Treaties should always be designated as such and assume a particular form,Mikataba inapaswa kuteuliwa kila wakati kama hivyo na kuchukua muundo fulani,"Treaties should always assume a particular form, no matter how they are designated","Mikataba inapaswa kuchukua muundo fulani kila wakati, bila kujali jinsi imeteuliwa",Treaties do not have to assume a particular form or designated as such,Mikataba sio lazima ichukue muundo fulani au iteuliwe kama hivyo,"Treaties have to be designated as such, no matter what form they assume","Mikataba lazimaiteuliwe kama hivyo, bila kujali ni aina gani inayochukua",C
