question	answer	prompt	gpt_4	verbalized
Izinamba zabafundi kwiwolo lesikole zaziwu 1000. Iwolo lalinezindawo zokungena eziwu 3 ebekuwu A, B futhi noC ekwakungenwa kuzo kuphunywe kuzo. Uma emvakwe mithingi u30% wabafundi waphuma kwibhilidi ngomnyango owu A, abangu 3/5 baphuma ku B, abanye babe sebephuma kumnyango C, bala izinamba zabafundi abaphume kumnyango C.	280	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIzinamba zabafundi kwiwolo lesikole zaziwu 1000. Iwolo lalinezindawo zokungena eziwu 3 ebekuwu A, B futhi noC ekwakungenwa kuzo kuphunywe kuzo. Uma emvakwe mithingi u30% wabafundi waphuma kwibhilidi ngomnyango owu A, abangu 3/5 baphuma ku B, abanye babe sebephuma kumnyango C, bala izinamba zabafundi abaphume kumnyango C.\n'}]	50	50
UJames unamaswidi awu 6 ukudlula akaRobert. UJohn unaphindeke kabili ukunawaRobert. Uma UJohn enawu 54 amaswidi, mangaki ubuningi amaswidi uJohn anawu ukudlula uJames?	21	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUJames unamaswidi awu 6 ukudlula akaRobert. UJohn unaphindeke kabili ukunawaRobert. Uma UJohn enawu 54 amaswidi, mangaki ubuningi amaswidi uJohn anawu ukudlula uJames?\n'}]	36	36
UDolly unezincwadi ezimbili. UPandora uneyodwa. Uma bobabili uDolly no Pandora befunda incwadi eyodwa yomunye nezabo, zingaki izincwadi sezihlangene zonke abazozifunda ekugcineni?	6	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUDolly unezincwadi ezimbili. UPandora uneyodwa. Uma bobabili uDolly no Pandora befunda incwadi eyodwa yomunye nezabo, zingaki izincwadi sezihlangene zonke abazozifunda ekugcineni?\n'}]	4	4
UMike wayewumngani wakhe nabantu abawu 5. Wayeka ukuba umngani kanye nabawu 2 babo. Babethumelelana izincwadi nga 2 ngesonto ezinamakhasi awu 5 ubude. Wayephendula ngalendlela. Wayengabhala ikhasi njalo ngamaminithi awu 6. Mangaki amahora awachitha ebhala kwisonto ? 	3	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUMike wayewumngani wakhe nabantu abawu 5. Wayeka ukuba umngani kanye nabawu 2 babo. Babethumelelana izincwadi nga 2 ngesonto ezinamakhasi awu 5 ubude. Wayephendula ngalendlela. Wayengabhala ikhasi njalo ngamaminithi awu 6. Mangaki amahora awachitha ebhala kwisonto ? \n'}]	2	2
UJason unohlelo lwamakhala ekhukhwini  ya 1000 yamaminithi njalo ngenyanga. Usuku nosuku uba namaminithi awu 15 yokufonelana nebhosi yakhe, futhi usake waba nawu 300 amaminithi okufona ngenyanga abanye abantu. Mangaki amaminithi uJason awashiyile uma kulenyanga kunezinsuku eziwu 30?	250	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUJason unohlelo lwamakhala ekhukhwini  ya 1000 yamaminithi njalo ngenyanga. Usuku nosuku uba namaminithi awu 15 yokufonelana nebhosi yakhe, futhi usake waba nawu 300 amaminithi okufona ngenyanga abanye abantu. Mangaki amaminithi uJason awashiyile uma kulenyanga kunezinsuku eziwu 30?\n'}]	645	645
UGriffin wayenamazambane athosiwe awu 24, kodwa uKyle wathatha awu 5 awo. UBilly wathatha aphindaphindiwe ukunalawa athathwe uKyle. UGinger wanika uGriffin isamba samazambane athosiwe, futhi uColby wathatha kwaka Griffin angaphansi ngawu 3 kwinamba yamazambane athosiwe ethathwe uKyle. Uma ekupheleni uGriffin ebenamazambane athosiwe angu 27, mangaki amazambane athosiwe uGinger awanikeze uGriffin?	20	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUGriffin wayenamazambane athosiwe awu 24, kodwa uKyle wathatha awu 5 awo. UBilly wathatha aphindaphindiwe ukunalawa athathwe uKyle. UGinger wanika uGriffin isamba samazambane athosiwe, futhi uColby wathatha kwaka Griffin angaphansi ngawu 3 kwinamba yamazambane athosiwe ethathwe uKyle. Uma ekupheleni uGriffin ebenamazambane athosiwe angu 27, mangaki amazambane athosiwe uGinger awanikeze uGriffin?\n'}]	15	15
Kuneminenke ewu 4 kwi-aquarium futhi nengu 32 kwenye-aquarium. Kunomehluko okhona kwizinamba zeminenke kulama-aquarium amabili kwenye kuphindaphindeke inani lofishi abakhona kuma-aquarium omabili. Uma omabili ama-aquarium enenamba efanayo yofishi kuwona, bangaki ofishi abakhona kwi-aquarium ngayinye?	7	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nKuneminenke ewu 4 kwi-aquarium futhi nengu 32 kwenye-aquarium. Kunomehluko okhona kwizinamba zeminenke kulama-aquarium amabili kwenye kuphindaphindeke inani lofishi abakhona kuma-aquarium omabili. Uma omabili ama-aquarium enenamba efanayo yofishi kuwona, bangaki ofishi abakhona kwi-aquarium ngayinye?\n'}]	8	8
Izindleko zabaculi beJeans ye-makeup iwu $250 ngehora. Udinga imake-up ebizayo ukwenza imuvi akuyona futhi kuthatha amahora ayisithupha ukuyenza ngosuku futhi udinga ukuyenza kane ngeviki. Imuvi ithatha amasonto amahlanu ukuthi iphele. Ngemuva kokuphela kwemuvi umculi we-makeup unikeza uJean eyisaphulelo ewu 10% ngenxa yenani lomsebenzi owenziwe. UJean wakhokha malini?	27000	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nIzindleko zabaculi beJeans ye-makeup iwu $250 ngehora. Udinga imake-up ebizayo ukwenza imuvi akuyona futhi kuthatha amahora ayisithupha ukuyenza ngosuku futhi udinga ukuyenza kane ngeviki. Imuvi ithatha amasonto amahlanu ukuthi iphele. Ngemuva kokuphela kwemuvi umculi we-makeup unikeza uJean eyisaphulelo ewu 10% ngenxa yenani lomsebenzi owenziwe. UJean wakhokha malini?\n'}]	6000	6000
U-Isabelle wathenga izimpahla zephathi kasisi wakhe omncane ozogubha iphathi yokuzalwa. Wasebenzisa u$12 kwizithako zekhekhe, u$43 kwizipho zokuzalwa, u$15 kwezokuhlobisa, u$4 kwizimemo, futhi no$22 kwizipho zezicubuthwane. Wahlukanisa amanani ngokulinganayo ngezindlela ezintathu kanye nabazali. Ayemangaki amadola umuntu ngamunye awasebenzisa?	32	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nU-Isabelle wathenga izimpahla zephathi kasisi wakhe omncane ozogubha iphathi yokuzalwa. Wasebenzisa u$12 kwizithako zekhekhe, u$43 kwizipho zokuzalwa, u$15 kwezokuhlobisa, u$4 kwizimemo, futhi no$22 kwizipho zezicubuthwane. Wahlukanisa amanani ngokulinganayo ngezindlela ezintathu kanye nabazali. Ayemangaki amadola umuntu ngamunye awasebenzisa?\n'}]	32	32
Umpheki wathenga izikhwama eziwu 4 zika anyanisi. Sisodwa isikhwama sisinda okungo 50 phawundi. Iphawundi lika anyanisi libiza $1.50. Umpheki wasebenzisa imali engakanani?	300	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nUmpheki wathenga izikhwama eziwu 4 zika anyanisi. Sisodwa isikhwama sisinda okungo 50 phawundi. Iphawundi lika anyanisi libiza $1.50. Umpheki wasebenzisa imali engakanani?\n'}]	300	300
Ngomsombuluko, uSue wadla izikhathi ezine amakhekhe amaningi njengosisi wakhe. Ngolwesibili, wadla aphindaphindekile amakhekhe njengosisi wakhe. Usisi wakhe wadla awu 5 amakhekhe ngomsombuluko futhi wadla awu 13 ngolulandelayo usuku. Uma ikhekhe elilodwa linamakhalori angu 200, mangaki amakhalori adliwa uSue ukunosisi wakhe?	5,600	[{'role': 'user', 'content': 'Answer only and the answer should only contains integers. \nNgomsombuluko, uSue wadla izikhathi ezine amakhekhe amaningi njengosisi wakhe. Ngolwesibili, wadla aphindaphindekile amakhekhe njengosisi wakhe. Usisi wakhe wadla awu 5 amakhekhe ngomsombuluko futhi wadla awu 13 ngolulandelayo usuku. Uma ikhekhe elilodwa linamakhalori angu 200, mangaki amakhalori adliwa uSue ukunosisi wakhe?\n'}]	10400	10400
