question	choices	answer	subject	command_r	prompt
Kwemera leta byiganje mubikorwa mpuzamahanga birubaririzwa ?	"['Kwemera ubutegetsi birogeye cyane muri iki gihe', 'Kwemera ubutegetsi byasimbuwe ahanini no Kwemera imirimo', ""Kwemerwa na leta ni ibintu bisanzwe ku birebana n'imiryango y'inyeshyamba "", 'Muri iki gihe, ubutegetsi bwa demokarasi ni bwo bwonyine bwemewe']"	B	international_law	C)Kwemerwa na leta ni ibintu bisanzwe ku birebana n'imiryango y'inyeshyamba	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Kwemera leta byiganje mubikorwa mpuzamahanga birubaririzwa ?
 A)Kwemera ubutegetsi birogeye cyane muri iki gihe B)Kwemera ubutegetsi byasimbuwe ahanini no Kwemera imirimo C)Kwemerwa na leta ni ibintu bisanzwe ku birebana n'imiryango y'inyeshyamba  D)Muri iki gihe"
N'ubuhe buryo bunjanye n'amategeko  mpuzamahanga  burenganira uburenganzira bwa muntu (UDHR)?	"[""Itangazo Mpuzamahanga ku Burenganzira bw'Ikiremwamuntu ni amasezerano mpuzamahanga"", ""Itangazo Mpuzamahanga ku Burenganzira bw'Ikiremwamuntu ni icyemezo cy'Inteko Rusange y'Umuryango w'Abibumbye"", ""Itangazo Mpuzamahanga ku Burenganzira bw'Ikiremwamuntu ni icyemezo cy'Inama y'Umutekano y'Umuryango w'Abibumbye "", ""Itangazo Mpuzamahanga ku Burenganzira bw'Ikiremwamuntu ni itangazo ryemejwe n'ibihugu byinshi mu nama mpuzamahanga""]"	B	international_law	D)Itangazo Mpuzamahanga ku Burenganzira bw'Ikiremwamuntu ni itangazo ryemejwe n'ibihugu byinshi mu nama mpuzamahanga	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: N'ubuhe buryo bunjanye n'amategeko  mpuzamahanga  burenganira uburenganzira bwa muntu (UDHR)?
 A)Itangazo Mpuzamahanga ku Burenganzira bw'Ikiremwamuntu ni amasezerano mpuzamahanga B)Itangazo Mpuzamahanga ku Burenganzira bw'Ikiremwamuntu ni icyemezo cy'Inteko Rusange y'Umuryango w'Abibumbye C)Itangazo Mpuzamahanga ku Burenganzira bw'Ikiremwamuntu ni icyemezo cy'Inama y'Umutekano y'Umuryango w'Abibumbye  D)Itangazo Mpuzamahanga ku Burenganzira bw'Ikiremwamuntu ni itangazo ryemejwe n'ibihugu byinshi mu nama mpuzamahanga"
Ni mubuhe buryo ihohoterwa ry'uburenganzira bwa kiremwa muntu bibera hanze  y;ubutaka bw'igihugu bigize umuryango w'ubumwe bw'ibihugunby'uburayi biri mu nshingano za ECHR?	"[""Amategeko ya CEDH akoreshwa hanze y'u Burayi mu gihe ibihugu bigize CEDH binyuranyije n'uburenganzira bw'ikiremwamuntu mu mahanga "", ""Amasezerano y'i Burayi yerekeye uburenganzira bw'ikiremwamuntu arashyirwa mu bikorwa hanze y'akarere mu gihe igihugu cy'Umuryango w'Abibumbye kigenzura mu buryo nyabwo"", ""Amasezerano y'i Burayi Arengera Uburenganzira bw'Ikiremwamuntu akoreshwa mu bindi bihugu mu gihe igihugu cy'Umuryango w'Abibumbye cyatanze ingabo mu butumwa bw'amahoro bw'Umuryango w'Abibumbye "", ""Amasezerano y'i Burayi Arengera Uburenganzira bw'Ikiremwamuntu akoreshwa hanze y'ibihugu aho uburenganzira bw'ikiremwamuntu bubangamiwe mu bihugu byahoze bikolonijwe n'ibihugu bigize Umuryango w'Abibumbye""]"	B	international_law	C)Amasezerano y'i Burayi Yatanze ingabo mu butumwa bw'amahoro bw'Umuryango w'Abibumbye	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni mubuhe buryo ihohoterwa ry'uburenganzira bwa kiremwa muntu bibera hanze  y;ubutaka bw'igihugu bigize umuryango w'ubumwe bw'ibihugunby'uburayi biri mu nshingano za ECHR?
 A)Amategeko ya CEDH akoreshwa hanze y'u Burayi mu gihe ibihugu bigize CEDH binyuranyije n'uburenganzira bw'ikiremwamuntu mu mahanga  B)Amasezerano y'i Burayi yerekeye uburenganzira bw'ikiremwamuntu arashyirwa mu bikorwa hanze y'akarere mu gihe igihugu cy'Umuryango w'Abibumbye kigenzura mu buryo nyabwo C)Amasezerano y'i Burayi Arengera Uburenganzira bw'Ikiremwamuntu akoreshwa mu bindi bihugu mu gihe igihugu cy'Umuryango w'Abibumbye cyatanze ingabo mu butumwa bw'amahoro bw'Umuryango w'Abibumbye  D)Amasezerano y'i Burayi Arengera Uburenganzira bw'Ikiremwamuntu akoreshwa hanze y'ibihugu aho uburenganzira bw'ikiremwamuntu bubangamiwe mu bihugu byahoze bikolonijwe n'ibihugu bigize Umuryango w'Abibumbye"
Ihame''pacta sunt servanda'' risobanura iki ?	"['Abashyize umukono ku masezerano bagombye kumenya amagambo agize ayo masezerano kandi ntibayasobanure nabi', ""Ibihugu byashyize umukono ku masezerano bigomba kurinda intego n'intego y'ayo masezerano"", 'Ibihugu byashyize umukono ku masezerano bigomba kubahiriza ibikubiye muri ayo masezerano mu budahemuka ', ""Ibihugu byashyize umukono ku masezerano ntibigomba kurenga ku ngingo z'ingenzi z'ayo masezerano""]"	C	international_law	C)Ibihugu byashyize umukono ku masezerano bigomba kubahiriza ibikubiye muri ayo masezerano mu budahemuka	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ihame''pacta sunt servanda'' risobanura iki ?
 A)Abashyize umukono ku masezerano bagombye kumenya amagambo agize ayo masezerano kandi ntibayasobanure nabi B)Ibihugu byashyize umukono ku masezerano bigomba kurinda intego n'intego y'ayo masezerano C)Ibihugu byashyize umukono ku masezerano bigomba kubahiriza ibikubiye muri ayo masezerano mu budahemuka  D)Ibihugu byashyize umukono ku masezerano ntibigomba kurenga ku ngingo z'ingenzi z'ayo masezerano"
Ni izihe ngaruka zikomoka  kutagira amategeko ashyirwa mubikorwa  mu rubanza rwa Tin Council ?	"[""Inama Mpuzamahanga y'Icyuma yari ifite icyicaro i Londres, bityo kubura amategeko yo gushyira mu bikorwa nta cyo byari bivuze"", ""Amasezerano y'ishyiraho ry'imiryango mpuzamahanga agengwa n'ihame ryo gushyiraho"", ""Kubura amategeko ashyira mu bikorwa amasezerano y'ishingwa ry'inama byasobanuraga ko abantu ku giti cyabo batavanamo uburenganzira n'inshingano mu buryo bw'amategeko y'Abongereza "", ""Kuba mu Bwongereza nta tegeko rishyira mu bikorwa ishyirahamwe mpuzamahanga, nta cyo bivuze mu rwego rw'amategeko mpuzamahanga""]"	C	international_law	C)Amasezerano y'ishyiraho ry'imiryango mpuzamahanga agengwa n'ihame ryo gushyiraho	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni izihe ngaruka zikomoka  kutagira amategeko ashyirwa mubikorwa  mu rubanza rwa Tin Council ?
 A)Inama Mpuzamahanga y'Icyuma yari ifite icyicaro i Londres B)bityo kubura amategeko yo gushyira mu bikorwa nta cyo byari bivuze C)Amasezerano y'ishyiraho ry'imiryango mpuzamahanga agengwa n'ihame ryo gushyiraho D)Kubura amategeko ashyira mu bikorwa amasezerano y'ishingwa ry'inama byasobanuraga ko abantu ku giti cyabo batavanamo uburenganzira n'inshingano mu buryo bw'amategeko y'Abongereza "
Ni yihe nteruro ikurikira  iri ukuri ?	"[""Itegeko ryo mu mwaka wa 1998 rirengera uburenganzira bw'ikiremwamuntu ryashyize mu mategeko y'u Bwongereza Amasezerano y'Ibihugu by'i Burayi Arengera Uburenganzira bw'Ikiremwamuntu"", ""Amategeko agenga uburenganzira bw'ikiremwamuntu yo mu mwaka wa 1998 yemerera urukiko gutesha agaciro amategeko y'ibanze"", ""Itegeko ryo mu mwaka wa 1998 rirengera uburenganzira bw'ikiremwamuntu, ryemerera umuntu wese ufite impamvu zumvikana zo kugira icyo akora, kugeza icyo kibazo mu rukiko "", ""Itegeko ryo mu mwaka wa 1998 rirengera uburenganzira bw'ikiremwamuntu ryashyize Itegeko rigenga uburenganzira bw'ibanze bw'Umuryango w'Ubumwe bw'u Burayi mu mategeko y'u Bwongereza""]"	A	international_law	C)Itegeko ryo mu mwaka wa 1998 rirengera uburenganzira bw'ikiremwamuntu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni yihe nteruro ikurikira  iri ukuri ?
 A)Itegeko ryo mu mwaka wa 1998 rirengera uburenganzira bw'ikiremwamuntu ryashyize mu mategeko y'u Bwongereza Amasezerano y'Ibihugu by'i Burayi Arengera Uburenganzira bw'Ikiremwamuntu B)Amategeko agenga uburenganzira bw'ikiremwamuntu yo mu mwaka wa 1998 yemerera urukiko gutesha agaciro amategeko y'ibanze C)Itegeko ryo mu mwaka wa 1998 rirengera uburenganzira bw'ikiremwamuntu D)ryemerera umuntu wese ufite impamvu zumvikana zo kugira icyo akora"
Ni ubuhe buryo inshingano z'indishyi zishobora gukurikiza?	"[""Inyungu ishobora guhabwa mu buryo bw'indishyi y'amafaranga gusa, harimo n'inyungu"", ""Kwishyura byumvikanisha gusa gusubiza mu buryo bw'umubiri igikorwa kibi cyakozwe"", ""Gusubiza umuntu ibyangiritse bikubiyemo kumusubiza, kumwishyuza no kumugororera, yaba ari yo yonyine cyangwa iri kumwe n'ubundi buryo bwo kumusubiza.  "", ""Uburyo bwo gutanga indishyi ni ikibazo cy'igihugu gifite inshingano yo gufata icyemezo""]"	C	international_law	D)Gusubiza umuntu ibyangiritse bikubiyemo kumusubiza	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni ubuhe buryo inshingano z'indishyi zishobora gukurikiza?
 A)Inyungu ishobora guhabwa mu buryo bw'indishyi y'amafaranga gusa B)harimo n'inyungu C)Kwishyura byumvikanisha gusa gusubiza mu buryo bw'umubiri igikorwa kibi cyakozwe D)Gusubiza umuntu ibyangiritse bikubiyemo kumusubiza"
Ibikorwa bimwe' bisobanuye  iki?	"[""Ni ibikorwa Leta ikora nk'umugenzo mu rwego rw'umuco"", ""Ni ibikorwa bishyiraho inshingano z'amategeko ku ruhande rumwe ku gihugu cyakoze icyo gikorwa "", ""Ibikorwa by'uruhande rumwe ni ibikorwa bya politiki gusa bya Leta bidafite ingaruka mu mategeko "", ""Ibikorwa by'uruhande rumwe ni ibyo Leta ikora kugira ngo ijyanwe n'amasezerano""]"	B	international_law	B) Ni ibikorwa bishyiraho inshingano z'amategeko ku ruhande rumwe ku gihugu cyakoze icyo gikorwa	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ibikorwa bimwe' bisobanuye  iki?
 A)Ni ibikorwa Leta ikora nk'umugenzo mu rwego rw'umuco B)Ni ibikorwa bishyiraho inshingano z'amategeko ku ruhande rumwe ku gihugu cyakoze icyo gikorwa  C)Ibikorwa by'uruhande rumwe ni ibikorwa bya politiki gusa bya Leta bidafite ingaruka mu mategeko  D)Ibikorwa by'uruhande rumwe ni ibyo Leta ikora kugira ngo ijyanwe n'amasezerano"
Ishimutwa ridasazwe ku butaka ni mpamvu yo kwanga ubundi bubasha bwemewe n'inkiko zo mu Bwongereza ?	"[""Uko gushimuta umuntu ni ugukoresha nabi uburyo bw'imanza kandi bigatuma urubanza rusubikwa"", 'Uko gushimuta bituma uwashimuswe abazwa ariko ntibituma urubanza rusubikwa', ""Guhagarika imanza mu bihe nk'ibyo byatuma ubutabera budahabwa abakoze ibyaha mpuzamahanga "", 'Inkiko zishobora gusubika imanza mu manza zo gushimuta abantu mu bindi bihugu ariko si kenshi.  ']"	A	international_law	C)Guhagarika imanza mu bihe nk'ibyo byatuma ubutabera budahabwa abakoze ibyaha mpuzamahanga	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ishimutwa ridasazwe ku butaka ni mpamvu yo kwanga ubundi bubasha bwemewe n'inkiko zo mu Bwongereza ?
 A)Uko gushimuta umuntu ni ugukoresha nabi uburyo bw'imanza kandi bigatuma urubanza rusubikwa B)Uko gushimuta bituma uwashimuswe abazwa ariko ntibituma urubanza rusubikwa C)Guhagarika imanza mu bihe nk'ibyo byatuma ubutabera budahabwa abakoze ibyaha mpuzamahanga  D)Inkiko zishobora gusubika imanza mu manza zo gushimuta abantu mu bindi bihugu ariko si kenshi.  "
amategeko yisumbuye' bisobanuye iki  mu mategeko y'inshangano mpuzamahanga?	"[""Amategeko y'inyongera ni amategeko asobanura amategeko mpuzamahanga, harimo n'amategeko agenga inshingano mpuzamahanga"", ""Amategeko y'inyongera ni amategeko agenga ingaruka z'amategeko zituruka ku kurenga ku mategeko y'ibanze, ni ukuvuga ku nshingano mpuzamahanga z'ibihugu"", ""Amategeko y'inyongera ni amategeko agenga gusa igitekerezo cyo gutanga mu mategeko mpuzamahanga y'inshingano "", ""Amategeko y'inyongera ni amategeko agenga gusa itegeko ry'ingamba zo guhangana""]"	B	international_law	C)Amategeko y'inyongera ni amategeko agenga ingaruka z'amategeko zituruka ku kurenga ku mategeko y'ibanze	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: amategeko yisumbuye' bisobanuye iki  mu mategeko y'inshangano mpuzamahanga?
 A)Amategeko y'inyongera ni amategeko asobanura amategeko mpuzamahanga B)harimo n'amategeko agenga inshingano mpuzamahanga C)Amategeko y'inyongera ni amategeko agenga ingaruka z'amategeko zituruka ku kurenga ku mategeko y'ibanze D)ni ukuvuga ku nshingano mpuzamahanga z'ibihugu"
Nayahe mabwiriza yinyogera yerekana ku bijyanye n'amasezerano?	"[""Inyigisho yo gushyiraho amategeko isaba ko amasezerano yose ahindurwa mu buryo bw'amategeko mbere y'uko aba amategeko yo mu gihugu"", ""Inyigisho yo kwishyira hamwe ntikeneye ikindi gikorwa ku rwego rw'imbere mu gihugu"", ""Inyigisho yo gushyira mu bikorwa amategeko yemewe n'amategeko, ivuga ko amasezerano ari ay'ingenzi cyane kurusha amategeko y'igihugu "", ""Inyigisho yo gushyiraho amategeko igaragaza ko amasezerano yemejwe mu buryo bwemewe n'amategeko ahinduka amategeko y'igihugu""]"	D	international_law	A)Inyigisho yo gushyiraho amategeko isaba ko amasezerano yose ahindurwa mu buryo bw'amategeko mbere y'uko aba amategeko yo mu gihugu	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nayahe mabwiriza yinyogera yerekana ku bijyanye n'amasezerano?
 A)Inyigisho yo gushyiraho amategeko isaba ko amasezerano yose ahindurwa mu buryo bw'amategeko mbere y'uko aba amategeko yo mu gihugu B)Inyigisho yo kwishyira hamwe ntikeneye ikindi gikorwa ku rwego rw'imbere mu gihugu C)Inyigisho yo gushyira mu bikorwa amategeko yemewe n'amategeko D)ivuga ko amasezerano ari ay'ingenzi cyane kurusha amategeko y'igihugu "
Ingamba z'agateganyo zitangwa na ICJ zubahiriza amashyaka ?	"[""Oya, hakurikijwe ibisobanuro by'amagambo ku magambo by'itegeko rya Leta rifite aho rihuriye n'iki kibazo, ingamba z'agateganyo ntizifite agaciro"", ""Oya, keretse gusa iyo impande zombi zabyumvikanyeho mbere y'igihe"", ""Ni mu maboko y'Urukiko niba ingamba z'agateganyo zizaba zifite ububasha "", ""Yego, Urukiko rwahoraga ruvuga ko kuva urubanza rwa La Grand (2001) rwashyizweho n'Urukiko, ko""]"	D	international_law	D) Oya	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ingamba z'agateganyo zitangwa na ICJ zubahiriza amashyaka ?
 A)Oya B)hakurikijwe ibisobanuro by'amagambo ku magambo by'itegeko rya Leta rifite aho rihuriye n'iki kibazo C)ingamba z'agateganyo ntizifite agaciro D)Oya"
Ni ryari ingamba zo guhangana zitemewe ?	"[""Ibikorwa byo guhangana ni ibinyuranyije n'amategeko iyo, mu bindi bintu, bidashyize mu gaciro cyangwa binyuranyije n'ihame ry'amategeko mpuzamahanga (urugero, gukoresha ingufu, uburenganzira bwa muntu) "", ""Ibikorwa byo guhangana n'intambara biba binyuranyije n'amategeko iyo byakozwe mu gihe cy'intambara"", ""Ibikorwa byo guhangana n'icyo gitero biba binyuranyije n'amategeko iyo binyuranyije n'amasezerano y'ibihugu byombi "", ""Ibikorwa byo guhangana n'icyo gitero biba binyuranyije n'amategeko iyo Leta ibifitiye uburenganzira itabyemeye""]"	A	international_law	C)bidashyize mu gaciro cyangwa binyuranyije n'ihame ry'amategeko mpuzamahanga (urugero)	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni ryari ingamba zo guhangana zitemewe ?
 A)Ibikorwa byo guhangana ni ibinyuranyije n'amategeko iyo B)mu bindi bintu C)bidashyize mu gaciro cyangwa binyuranyije n'ihame ry'amategeko mpuzamahanga (urugero D)gukoresha ingufu"
Ni irihe tandukaniro hagati yinzira za politiki  n'amategeko  muburyo bwo gukemura  amakimbirane?	"[""Ibisubizo bitangwa n'uburyo bwemewe n'amategeko, ni ukuvuga ubucamanza cyangwa imyanzuro ya ICJ, ni iby'imperuka kandi bifatira impande zose, mu gihe atari ko bimeze mu buryo bwa dipolomasi"", ""Uburyo bwa politiki bukurikizwa ku bwumvikane bw'impande zihanganye, mu gihe uburyo bw'amategeko butakurikizwa ku bwumvikane bw'impande zihanganye."", ""Uburyo bwa politiki butuma impaka zikemurwa burundu, mu gihe atari ko bimeze ku buryo bw'amategeko "", ""Uburyo bw'amategeko bwo gukemura amakimbirane bukoreshwa gusa mu makimbirane akomeye, mu gihe uburyo bwa politiki bukoreshwa mu makimbirane yose""]"	A	international_law	B) ni ukuvuga ubucamanza cyangwa imyanzuro ya ICJ	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni irihe tandukaniro hagati yinzira za politiki  n'amategeko  muburyo bwo gukemura  amakimbirane?
 A)Ibisubizo bitangwa n'uburyo bwemewe n'amategeko B)ni ukuvuga ubucamanza cyangwa imyanzuro ya ICJ C)ni iby'imperuka kandi bifatira impande zose D)mu gihe atari ko bimeze mu buryo bwa dipolomasi"
Ni izihe mpamvu zitera umunaniro w'imiti y'ibanze mu burenganzira mpuzamahanga bwa muntu ?	"['Itegeko rigenga ubutabera mu gihugu rigamije guha inkiko mpuzamahanga ubushobozi bwo gukemura imanza zikomeye', ""Itegeko rigenga ubujurire bw'inzego z'ibanze rigamije kubuza abasaba ubujurire gukoresha nabi uburyo bwo gutanga ibirego bitari ngombwa"", ""Itegeko ry'ubujurire bw'inzego z'ibanze rigamije, ku ruhande rumwe, kugabanya umubare w'ibirego bitangwa mu nkiko mpuzamahanga, mu gihe mu gihe kimwe no kubaka ubushobozi bw'inkiko z'ibanze. "", ""Itegeko ry'ubutabera bw'inzego z'ibanze rifasha kugaragaza ko inkiko z'igihugu zihora zifite ubushobozi bwiza bwo gukemura imanza kurusha iz'amahanga""]"	C	international_law	C)Itegeko ry'ubujurire bw'inzego z'ibanze rigamije	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ni izihe mpamvu zitera umunaniro w'imiti y'ibanze mu burenganzira mpuzamahanga bwa muntu ?
 A)Itegeko rigenga ubutabera mu gihugu rigamije guha inkiko mpuzamahanga ubushobozi bwo gukemura imanza zikomeye B)Itegeko rigenga ubujurire bw'inzego z'ibanze rigamije kubuza abasaba ubujurire gukoresha nabi uburyo bwo gutanga ibirego bitari ngombwa C)Itegeko ry'ubujurire bw'inzego z'ibanze rigamije D)ku ruhande rumwe"
