question	choices	answer	subject	command_r+	prompt
Nani aza Na makasi ya kosala boyokani Oyo esalama Na kombo ya ekolo?	"['boyokani Oyo esalama esalamaka Na ba représentants Oyo ba pesaki nzela bikolo. ba Konzi ya bikolo, ba konzi ya bulamatari,bato ya mission ya affaire étrangères, ya ba mission diplomatique ba monani kozala na nzela wana', 'Kaka ba konzi ya mboka PE ba ministre ya affaires étrangères NDE ba koki bosolola PE ko kata boyokani Oyo esalama', 'Boyokani Oyo esalama esololamaka PE etaimaka nkoto kaka na ba to Oyo bazali na ""bokonzi nionso\' Oyo esengeli PE moto Moko te NDE amonani lokola ko zala na nguya Wana', 'boyokani Oyo esalama ekoki kosalama kaka na ba to ya lisanga ya missions diplomatique ya bikolo']"	A	international_law	A)boyokani Oyo esalama esalamaka Na ba représentants Oyo ba pesaki nzela bikolo. ba Konzi ya bikolo	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nani aza Na makasi ya kosala boyokani Oyo esalama Na kombo ya ekolo?
 A)boyokani Oyo esalama esalamaka Na ba représentants Oyo ba pesaki nzela bikolo. ba Konzi ya bikolo B)ba konzi ya bulamatari C)bato ya mission ya affaire étrangères D)ya ba mission diplomatique ba monani kozala na nzela wana"
objecteur persistant eza Nini?	"['Eza ekolo Oyo etelemeli na lolenge ya ko tingama règle Na maye matali formation', ""Ekolo nionso' Oyo eboyi kosengama Na makasi kolanda règle Na maye matalaki tango mokié"", 'ekolo Oyo etelemeli na mpwasa PE na lolenge ya kotindama na formation ya be règle ya mibeko yabonkoko PE bongo, uta ebandeli', 'ekolo Oyo endimi formation ya règle ya mibeko ya bonkoko Kasi Oyo ba bombi ba objections Na maye matali bokoki ya kati']"	C	international_law	A)Eza ekolo Oyo etelemeli na lolenge ya ko tingama règle Na maye matali formation	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: objecteur persistant eza Nini?
 A)Eza ekolo Oyo etelemeli na lolenge ya ko tingama règle Na maye matali formation B)Ekolo nionso' Oyo eboyi kosengama Na makasi kolanda règle Na maye matalaki tango mokié C)ekolo Oyo etelemeli na mpwasa PE na lolenge ya kotindama na formation ya be règle ya mibeko yabonkoko PE bongo D)uta ebandeli"
"Elakisi nini liloba ""sécurité collective"" ?"	['Droit ya légitime défense to makambo mingi ekosala na concert.', 'Droit ya ba alliés ya kobatela Leta oyo azwi likama', 'Ndingisa ya force ya armée na Conseil ya Sécurité ya Nations Unies', 'Ndingisa ya mission ya kofandisa kimia na Assemblée générale ya Nations Unies']	C	international_law	C)Ndingisa ya force ya armée na Conseil ya Sécurité ya Nations Unies	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Elakisi nini liloba ""sécurité collective"" ?
 A)Droit ya légitime défense to makambo mingi ekosala na concert. B)Droit ya ba alliés ya kobatela Leta oyo azwi likama C)Ndingisa ya force ya armée na Conseil ya Sécurité ya Nations Unies D)Ndingisa ya mission ya kofandisa kimia na Assemblée générale ya Nations Unies"
Convention européenne nini ya droit ya motu ekumbi likolo ya ba point elandi ?	['Droit économique mpe social', 'Ba droit ya Environnement', 'Droit civique na politique', 'Bonsomi na économie']	C	international_law	A) Droit économique mpe social	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Convention européenne nini ya droit ya motu ekumbi likolo ya ba point elandi ?
 A)Droit économique mpe social B)Ba droit ya Environnement C)Droit civique na politique D)Bonsomi na économie"
makoki ya ba tribunaux ya mokili mobimba est-ce ezali régie Na ba principe Moko Na Oyo eza Salama na ba tribunaux ya ekolo?	['Ba principes ya makoki Oyo bazo salela Na juridictya ekolo eza PE ndange Moko na Oyo ya ba jurisdiction ya mokili mobimba', 'Makoki ya ba tribunaux ya mokili mobimba nionso eza réglementé Na conseil se sécurité ya ONU', 'ba tribunaux ya mokili mobimba ezo kabola ba principes juridictionnels Oyo bazo salela Na juridiction ya ekolo Kasi nionso te', 'makoki ya ba tribunaux ya mokili mobimba eza kaka déterminé Na boyokani Oyo esalama Oyo ba tia']	D	international_law	A)Ba principes ya makoki Oyo bazo salela Na juridictya ekolo eza PE ndange Moko na Oyo ya ba jurisdiction ya mokili mobimba	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: makoki ya ba tribunaux ya mokili mobimba est-ce ezali régie Na ba principe Moko Na Oyo eza Salama na ba tribunaux ya ekolo?
 A)Ba principes ya makoki Oyo bazo salela Na juridictya ekolo eza PE ndange Moko na Oyo ya ba jurisdiction ya mokili mobimba B)Makoki ya ba tribunaux ya mokili mobimba nionso eza réglementé Na conseil se sécurité ya ONU C)ba tribunaux ya mokili mobimba ezo kabola ba principes juridictionnels Oyo bazo salela Na juridiction ya ekolo Kasi nionso te D)makoki ya ba tribunaux ya mokili mobimba eza kaka déterminé Na boyokani Oyo esalama Oyo ba tia"
"Elingi koloba nini liloba "" droit collectif"" ?"	['Droit ya collectif ezali epai ya liboke ya bato district', 'Droit collectif ezali ba oyo bazali na lisanga spécifique, mpo na kotelemela ba membre individuel ya lisanga.', 'Droit ya bato ya moke ezali droit ya collectif', 'Droit collectif ekotisi droit ya lisanga na ndenge ya droit ya individuel ya ba membre ya lisanga.']	B	international_law	C)mpo na kotelemela ba membre individuel ya lisanga.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Elingi koloba nini liloba "" droit collectif"" ?
 A)Droit ya collectif ezali epai ya liboke ya bato district B)Droit collectif ezali ba oyo bazali na lisanga spécifique C)mpo na kotelemela ba membre individuel ya lisanga. D)Droit ya bato ya moke ezali droit ya collectif"
Ba Leta bakotosa masengisi na ntango bazali kosala négociation ?	['Ba Leta bazali na obligation moko te na ntango ya lolenge bazali kosala négociation na bango.', 'Ba Leta bazali na obligation ya kozala na ezalela na lolenge ya kopesa na négociation', 'Ba Leta basimbi resolution ya litige na ntango nyoso ya cadre ya négociation.', 'Ba Leta bazali na obligation ya koyebisa na Secrétaire général ya ONU ya bobongoani ya ba négociation na bango']	B	international_law	A)Ba Leta bazali na obligation moko te na ntango ya lolenge bazali kosala négociation na bango.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ba Leta bakotosa masengisi na ntango bazali kosala négociation ?
 A)Ba Leta bazali na obligation moko te na ntango ya lolenge bazali kosala négociation na bango. B)Ba Leta bazali na obligation ya kozala na ezalela na lolenge ya kopesa na négociation C)Ba Leta basimbi resolution ya litige na ntango nyoso ya cadre ya négociation. D)Ba Leta bazali na obligation ya koyebisa na Secrétaire général ya ONU ya bobongoani ya ba négociation na bango"
bokeseni ya monene kati ya naturalisme na positivisme eza Nini?	"[""Na ngambu Moko, naturalisme eaa vandi 'a lisanga Moko ya ba règle Oyo ya mokili nionso me objective PE, na ngambu mosusu , positivisme e vandi na système juridique Oyo evanda PE cohérent, ekelama Na bikolo ko landa ba intérêt PE ba posa Na Bango"", 'Tango naturalisme ezo salela kaka théorie ya mibeko ya baTO, positivisme ezali ko talela makambu ya minene PE ya general', 'Naturalisme etali ba valeurs Oyo établi société internationale, Kasi positivisme établi be règle internationales Na ndenge ezali', 'naturalisme eza eteyelo ya makanisi Oyo ya liabnda ya Europa , Kasi positivisme ezali théorie euro-centrique']"	A	international_law	D)positivisme e vandi na système juridique Oyo evanda PE cohérent	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: bokeseni ya monene kati ya naturalisme na positivisme eza Nini?
 A)Na ngambu Moko B)naturalisme eaa vandi 'a lisanga Moko ya ba règle Oyo ya mokili nionso me objective PE C)na ngambu mosusu D)positivisme e vandi na système juridique Oyo evanda PE cohérent"
"Nini esengeli ko yeba na ""ezaleli Oyo eyebani mabe mokili Mobimba ?"	['Ezaleli Oyo eyebani mabe mokili Mobimba ezali action to PE omission Oyo ebuki règle ya mibeko ya penal ya mokili mobimba', 'Ezaleli Oyo eyebani mabe mokili Mobimba ezali bo buki mobeko nionso ya obligation ya mokili Mobimba ya ekolo, Oyo ekweyeli ye to te', 'ezaleli Oyo mikili mobimba eyebi mabe ezali Na action to PE omission Oyo ekweyeli ekolo, ezali mbeba ya obligation ya mokili mobimba ya ekolo', 'ezaleli Oyo mokili mobimba eyebi eza mabe eza ezaleli Oyo ekoki te bo Zala excusé Na ba raisons ya kosengi, force majeur, etc.']	C	international_law	A)Ezaleli Oyo eyebani mabe mokili Mobimba ezali action to PE omission Oyo ebuki règle ya mibeko ya penal ya mokili mobimba	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nini esengeli ko yeba na ""ezaleli Oyo eyebani mabe mokili Mobimba ?
 A)Ezaleli Oyo eyebani mabe mokili Mobimba ezali action to PE omission Oyo ebuki règle ya mibeko ya penal ya mokili mobimba B)Ezaleli Oyo eyebani mabe mokili Mobimba ezali bo buki mobeko nionso ya obligation ya mokili Mobimba ya ekolo C)Oyo ekweyeli ye to te D)ezaleli Oyo mikili mobimba eyebi mabe ezali Na action to PE omission Oyo ekweyeli ekolo"
doctrine ya ba effets eza Nini?	['Yango esengi ete makoki ezali Kaka tango ezo simba', 'Théorie ya ba effets epesaka makoki Na ekolo Oyo eaa Na lien direct Na ezalaki préjudiciable', 'doctrine ya ab effetse pesaka makoki ya ekolo ya ko kabola nationalité Na Mutu Oyo asali mbeba', 'théorie ya effet epesaka makoki Na ekolo Na mabele Oyo wapi effet esalemi']	D	international_law	B)Théorie ya ba effets epesaka makoki Na ekolo Oyo eaa Na lien direct Na ezalaki préjudiciable	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: doctrine ya ba effets eza Nini?
 A)Yango esengi ete makoki ezali Kaka tango ezo simba B)Théorie ya ba effets epesaka makoki Na ekolo Oyo eaa Na lien direct Na ezalaki préjudiciable C)doctrine ya ab effetse pesaka makoki ya ekolo ya ko kabola nationalité Na Mutu Oyo asali mbeba D)théorie ya effet epesaka makoki Na ekolo Na mabele Oyo wapi effet esalemi"
"baTO Nini bazali considéré lokola ba organes ""de facto"" yabekolo Na maye matali mibekonya responsabilités ya mokili Mobimba?"	"['Ba ""organe de facto"" bazali baTO Oyo baza Na makoki Na nzela ya mibeko Yako salela nguya Oyo ewuti na mokonzi ya bulamatari', 'Ba ""organe de facto"" bazali baTO Oyo bazo sala Na instructions to PE Na bokambami to PE contrôle ya ekolo yango na ko adoptaka ezalali Oyo ba ko futisa ye', 'ba "" organe de facto"" bazali ba organes ya jure ya ekolo Oyo bazo sala Na bozangi making to PE ultravires', 'ba "" organe de facto"" bazali ba organes Oyo ba actes to ba omission ekoki ko pesamela ekolo']"	B	international_law	"D)ba "" organe de facto"" bazali ba organes Oyo ba actes to ba omission ekoki ko pesamela ekolo"	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: baTO Nini bazali considéré lokola ba organes ""de facto"" yabekolo Na maye matali mibekonya responsabilités ya mokili Mobimba?
 A)Ba ""organe de facto"" bazali baTO Oyo baza Na makoki Na nzela ya mibeko Yako salela nguya Oyo ewuti na mokonzi ya bulamatari B)Ba ""organe de facto"" bazali baTO Oyo bazo sala Na instructions to PE Na bokambami to PE contrôle ya ekolo yango na ko adoptaka ezalali Oyo ba ko futisa ye C)ba "" organe de facto"" bazali ba organes ya jure ya ekolo Oyo bazo sala Na bozangi making to PE ultravires D)ba "" organe de facto"" bazali ba organes Oyo ba actes to ba omission ekoki ko pesamela ekolo"
mama na condition ya yambo ya transposition ya bonkoko na plan ya mibeko ya engele?	['Bonkoko eza transposé Na kati ya mesure esika wapi eza Na bosuani te Na réglementation Oyo etiami', 'Bonkoko eyaka liboso ya mibeko ya engele PE ezali kaka na tina', 'bonkoko esengeli Nanu eye yebana na parlement yambo ba tribunaux ekoka ko salela tango Na etando ya mboka', 'mibeko ya bonkoko eza transposé Na adoption ya makomi Oyo basalelaki']	A	international_law	D)mibeko ya bonkoko eza transposé Na adoption ya makomi Oyo basalelaki	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: mama na condition ya yambo ya transposition ya bonkoko na plan ya mibeko ya engele?
 A)Bonkoko eza transposé Na kati ya mesure esika wapi eza Na bosuani te Na réglementation Oyo etiami B)Bonkoko eyaka liboso ya mibeko ya engele PE ezali kaka na tina C)bonkoko esengeli Nanu eye yebana na parlement yambo ba tribunaux ekoka ko salela tango Na etando ya mboka D)mibeko ya bonkoko eza transposé Na adoption ya makomi Oyo basalelaki"
Kosongela na force armée ezalaki na ndingisa te liboso ya Charte ya Nations Unies ?	['Force armée epekisamaki', 'Force armée ekokaki bakitisa bango kopekisa ezalaki te', 'Force armée ezali na ndingisa ya sous réserve na kopekisa mosusu', 'Force armée ezalaki na mobeko te na droit international liboso ya 1945.']	C	international_law	A)Force armée epekisamaki	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Kosongela na force armée ezalaki na ndingisa te liboso ya Charte ya Nations Unies ?
 A)Force armée epekisamaki B)Force armée ekokaki bakitisa bango kopekisa ezalaki te C)Force armée ezali na ndingisa ya sous réserve na kopekisa mosusu D)Force armée ezalaki na mobeko te na droit international liboso ya 1945."
Ezali nini principe ya kobatela ya juridiction ?	['Ezali compétences ebandi likolo ya mabe esalemi na ba intérêt ya ba nationaux mpo na makambo esalemi epai ya bampaya. ', 'Ezali compétences mpo na kobatela bato na bango epai ya bampaya.', 'Ezali juridiction etindami na kobatela ba droit ya moto ya international.', 'Compétence ebandi likolo ya nationalité ya bato basali mbeba.']	A	international_law	A)Ezali compétences ebandi likolo ya mabe esalemi na ba intérêt ya ba nationaux mpo na makambo esalemi epai ya bampaya.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ezali nini principe ya kobatela ya juridiction ?
 A)Ezali compétences ebandi likolo ya mabe esalemi na ba intérêt ya ba nationaux mpo na makambo esalemi epai ya bampaya.  B)Ezali compétences mpo na kobatela bato na bango epai ya bampaya. C)Ezali juridiction etindami na kobatela ba droit ya moto ya international. D)Compétence ebandi likolo ya nationalité ya bato basali mbeba."
Na kati ya maloba elandi ezali semba ?	['Conseil ya Europe bakelaki na 1950 mpe ezali na 27 ba État membre.', 'Conseil ya Europe ekelami na 1949 mpe ezali na 47 Etat ya membre.', 'Conseil ya Europe esalemi na 1959 mpe ezali na 34 Etat ya membre.', 'Conseil ya Europe esalemi na 1984 mpe esangisi 19 Etat ya membre.']	B	international_law	B)Conseil ya Europe ekelami na 1949 mpe ezali na 47 Etat ya membre.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Na kati ya maloba elandi ezali semba ?
 A)Conseil ya Europe bakelaki na 1950 mpe ezali na 27 ba État membre. B)Conseil ya Europe ekelami na 1949 mpe ezali na 47 Etat ya membre. C)Conseil ya Europe esalemi na 1959 mpe ezali na 34 Etat ya membre. D)Conseil ya Europe esalemi na 1984 mpe esangisi 19 Etat ya membre."
