question	choices	answer	subject	command_r+	prompt
Dɛn ne Universal Declaration of Human Rights (UDHR) no gyinabea wɔ mmara mu?	[' UDHR no yɛ aman foforo apam.', 'UDHR no yɛ gyinaesi a Amanaman Nkabom Bagua no gyee toom.', 'UDHR no yɛ gyinaesi a Amanaman Nkabom Bagua no penee so.', 'UDHR no yɛ mpaemuka a aman pii gye toom wɔ amanaman ntam nhyiam bi ase.']	B	international_law	B)UDHR no yɛ gyinaesi a Amanaman Nkabom Bagua no gyee toom.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dɛn ne Universal Declaration of Human Rights (UDHR) no gyinabea wɔ mmara mu?
 A) UDHR no yɛ aman foforo apam. B)UDHR no yɛ gyinaesi a Amanaman Nkabom Bagua no gyee toom. C)UDHR no yɛ gyinaesi a Amanaman Nkabom Bagua no penee so. D)UDHR no yɛ mpaemuka a aman pii gye toom wɔ amanaman ntam nhyiam bi ase."
Tebea horow bɛn mu na nnipa ahofadi a wɔsɛe wɔ aman a wɔne ECHR ka bom no hye so ba ECHR no tumi ase?	"['ECHR no trɛw ne tumi mu kɔ Europa akyi bere a aman a wɔabɛyɛ ECHR no mufo no bu nnipa ahofadi so wɔ amannɔne no.', ""ECHR trɛw n'atɛmmuo mu kɔ n'asase so akyi bere a ɔman a ɔyɛ ɔmampɛ di dwuma wɔ saa tebea no mu no."", ""ECHR no trɛw ne tumi mu kɔ akyiri sen n'ahyehyԑde bere a ɔman a ɔwom no de asraafo akɔ UN asomdwee dwumadi mu no."", ""ECHR no fa nnipa ahofadi ho nsɛm a wodi ho fɔ wɔ aman a na wɔyɛ n'apamfo no mu tete nsase so no ho.""]"	B	international_law	A)ECHR no trɛw ne tumi mu kɔ Europa akyi bere a aman a wɔabɛyɛ ECHR no mufo no bu nnipa ahofadi so wɔ amannɔne no.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Tebea horow bɛn mu na nnipa ahofadi a wɔsɛe wɔ aman a wɔne ECHR ka bom no hye so ba ECHR no tumi ase?
 A)ECHR no trɛw ne tumi mu kɔ Europa akyi bere a aman a wɔabɛyɛ ECHR no mufo no bu nnipa ahofadi so wɔ amannɔne no. B)ECHR trɛw n'atɛmmuo mu kɔ n'asase so akyi bere a ɔman a ɔyɛ ɔmampɛ di dwuma wɔ saa tebea no mu no. C)ECHR no trɛw ne tumi mu kɔ akyiri sen n'ahyehyԑde bere a ɔman a ɔwom no de asraafo akɔ UN asomdwee dwumadi mu no. D)ECHR no fa nnipa ahofadi ho nsɛm a wodi ho fɔ wɔ aman a na wɔyɛ n'apamfo no mu tete nsase so no ho."
" Dɛn na asɛm ""pacta sunt servanda"" no kyerɛ?"	"['Ɛsɛ sɛ wɔn a wɔhyehyɛ apam no te emu nsɛm no ase, na ɛnyɛ sɛ wɔrente ase.', ""Ɛsɛ sɛ apam no afafo bɔ apam no atirimpɔw ne n'atirimpɔw ho ban."", 'Ɛsɛ sɛ nnipa a wɔde wɔn nsa hyɛ apam bi ase no di emu mmara no so nokwarem.', 'Ɛnsɛ sɛ wɔn a wɔde wɔn nsa hyɛ apam bi ase no bu mmara a ɛho hia paa no so.']"	C	international_law	A)Ɛsɛ sɛ wɔn a wɔhyehyɛ apam no te emu nsɛm no ase	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user:  Dɛn na asɛm ""pacta sunt servanda"" no kyerɛ?
 A)Ɛsɛ sɛ wɔn a wɔhyehyɛ apam no te emu nsɛm no ase B)na ɛnyɛ sɛ wɔrente ase. C)Ɛsɛ sɛ apam no afafo bɔ apam no atirimpɔw ne n'atirimpɔw ho ban. D)Ɛsɛ sɛ nnipa a wɔde wɔn nsa hyɛ apam bi ase no di emu mmara no so nokwarem."
Dɛn na esii esiane sɛ na mmara biara nni hɔ a wɔde bɛyɛ adwuma wɔ Tin Council asɛm no mu nti?	[' Esiane sɛ na Amanaman Ntam Agyinatu Bagua no wɔ London nti, mmara a enni hɔ a wɔde bɛhyɛ apam no mu no ho nhia.', 'Amanaman ntam ahyehyɛde ahorow a wɔhyehyɛ ho apam no gyina gyinapɛn a ɛne sɛ wɔbɛhyehyɛ ahyehyɛde no so.', 'Esiane sɛ na mmara biara nni hɔ a wɔde sii hɔ a ɛfa Asɛnnibea no apam a wɔde sii hɔ no ho nti, na nnipa a wɔwɔ Engiresi mmara mu no nni hokwan anaa asɛyɛde biara a egyina so.', 'Ɛdefa amanaman ntam mmara ho no, ɛmfa ho sɛ mmara biara nni hɔ a wɔde di dwuma wɔ England wɔ amanaman ntam ahyehyɛde bi ho no.']	C	international_law	D)Esiane sɛ na mmara biara nni hɔ a ɛfa Asɛnnibea no apam a wɔde sii hɔ no ho nti	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dɛn na esii esiane sɛ na mmara biara nni hɔ a wɔde bɛyɛ adwuma wɔ Tin Council asɛm no mu nti?
 A) Esiane sɛ na Amanaman Ntam Agyinatu Bagua no wɔ London nti B)mmara a enni hɔ a wɔde bɛhyɛ apam no mu no ho nhia. C)Amanaman ntam ahyehyɛde ahorow a wɔhyehyɛ ho apam no gyina gyinapɛn a ɛne sɛ wɔbɛhyehyɛ ahyehyɛde no so. D)Esiane sɛ na mmara biara nni hɔ a wɔde sii hɔ a ɛfa Asɛnnibea no apam a wɔde sii hɔ no ho nti"
Nsɛm edidi so yi mu nea ɛwɔ he na ɛyɛ nokware?	['Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no de Europefoɔ Kɔntensoɔ a ɛfa hokwan a nnipa wɔ ho hyɛ IC mmara mu.', 'Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no ma kwan ma asɛnnibea twa mmara titiriw bi mu.', 'Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no ma kwan sɛ obiara a ɔwɔ asɛm a edi mu no de bɛkɔ asɛnnibea.', 'Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no de EU Charter of Fundamental Rights no ka UK mmara ho.']	A	international_law	A)	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nsɛm edidi so yi mu nea ɛwɔ he na ɛyɛ nokware?
 A)Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no de Europefoɔ Kɔntensoɔ a ɛfa hokwan a nnipa wɔ ho hyɛ IC mmara mu. B)Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no ma kwan ma asɛnnibea twa mmara titiriw bi mu. C)Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no ma kwan sɛ obiara a ɔwɔ asɛm a edi mu no de bɛkɔ asɛnnibea. D)Nnipa Kyɛfa Ahyɛdeɛ a ɛwɔ afe 1998 no de EU Charter of Fundamental Rights no ka UK mmara ho."
Akwan bɛn so na wobetumi adi asɛde a ɛne sɛ wɔbɛtua ka no ho dwuma?	['Sika a wonya fi mu no betumi ayɛ sikasɛm nko ara, a nea ɛka ho ne akatua.', 'Asotwe kyerɛ sɛ wobesiesie adeyɛ a ɛnteɛ no.', ' Agyede betumi afa nsiesie, abotɔyam, anaa akatua ankasa anaa a wɔde ka akwan foforo a wɔfa so tua ka ho.', 'Ɔman a ɔhwɛ no so no na ɔhwɛ siesie ɔfasuo no.']	C	international_law	A)Sika a wonya fi mu no betumi ayɛ sikasɛm nko ara	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Akwan bɛn so na wobetumi adi asɛde a ɛne sɛ wɔbɛtua ka no ho dwuma?
 A)Sika a wonya fi mu no betumi ayɛ sikasɛm nko ara B)a nea ɛka ho ne akatua. C)Asotwe kyerɛ sɛ wobesiesie adeyɛ a ɛnteɛ no. D) Agyede betumi afa nsiesie"
Dɛn ne 'ɔfa biako adeyɛ'?	['Eyinom yɛ nnwuma a aman yɛ sɛ atetesɛm.', 'Eyi yɛ nnwuma a ɛde mmara mu asɛyɛde ba ɔman a ɔreyɛ adwuma no ankasa so.', 'Ankorankoro no yɛ amanyɔkuw bi nnwuma a ɛnni mmara mu nsunsuanso.', 'Wɔkyerɛ sɛ ɔman a etia apam bi no ayɛ nea wɔn ankasa yɛe.']	B	international_law	B)Eyi yɛ nnwuma a ɛde mmara mu asɛyɛde ba ɔman a ɔreyɛ adwuma no ankasa so.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dɛn ne 'ɔfa biako adeyɛ'?
 A)Eyinom yɛ nnwuma a aman yɛ sɛ atetesɛm. B)Eyi yɛ nnwuma a ɛde mmara mu asɛyɛde ba ɔman a ɔreyɛ adwuma no ankasa so. C)Ankorankoro no yɛ amanyɔkuw bi nnwuma a ɛnni mmara mu nsunsuanso. D)Wɔkyerɛ sɛ ɔman a etia apam bi no ayɛ nea wɔn ankasa yɛe."
So Engiresi asɛnnibea no po tumi a anka ɛwɔ mmara mu esiane sɛ wɔkyeree nkurɔfo fii wɔn man mu nti?	['Sɛ wɔkyere obi wɔ saa kwan yi so a, wobu no sɛ ɛnteɛ, enti ebia asɛnnibea no bɛma mmara kwan no agyae kakra.', 'Obi a wɔafa no saa no kyerɛ sɛ nea ɔfaa no no na ɔfaa no, nanso ɛmma mmara kwan so dwumadi no nnyae mu.', 'Sɛ wogyae mmara kwan so di wɔ saa tebea yi mu a, ɛbɛma wɔayi amammuifo a wofi aman horow so afi asɛnnibea.', 'Ɛtɔ mmere bi a, sɛ wɔkyere obi fi ɔman foforo so a, asɛnnibea no tumi gyae mmara mu a wɔbɛdi, nanso ɛnyɛ ade a ɛtaa si.']	A	international_law	D)Obi a wɔafa no saa no kyerɛ sɛ nea ɔfaa no no na ɔfaa no	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: So Engiresi asɛnnibea no po tumi a anka ɛwɔ mmara mu esiane sɛ wɔkyeree nkurɔfo fii wɔn man mu nti?
 A)Sɛ wɔkyere obi wɔ saa kwan yi so a B)wobu no sɛ ɛnteɛ C)enti ebia asɛnnibea no bɛma mmara kwan no agyae kakra. D)Obi a wɔafa no saa no kyerɛ sɛ nea ɔfaa no no na ɔfaa no"
" Dԑn na ""nhyehyɛe ahorow a' yԑde yԑto dwa"" kyerԑ wɔ amansan asԑm ho mmara mu?"	['Nkyerεkyerεmu a εbεto no fa mmaransεm a wͻde kyerεkyerε Amanaman mu mmara ase, a nea ɛka ho ne mmara a ɛfa amanaman mu asotwe ho.', 'Nkyekyɛm a ɛto so abien no yɛ mmara a ɛhwɛ nea ɛba bere a wobu mmara a edi kan, a ɛyɛ aman ntam asɛyɛde ahorow so, no so.', 'Nkyerεkyerεmu a εfa asεm ho no yε nsεm ahorow a yεde di dwuma titiriw wɔ nsεm a ɛfa asεm ho a wͻde di dwuma wɔ amanaman ntam asεm mu.', 'Nkyerεkyerεmu a εbεto so mmienu no yε nhyehyεeε a wɔde di dwuma nkutoo wɔ mmamu ho mmara so.']	B	international_law	D)a ɛyɛ aman ntam asɛyɛde ahorow so	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user:  Dԑn na ""nhyehyɛe ahorow a' yԑde yԑto dwa"" kyerԑ wɔ amansan asԑm ho mmara mu?
 A)Nkyerεkyerεmu a εbεto no fa mmaransεm a wͻde kyerεkyerε Amanaman mu mmara ase B)a nea ɛka ho ne mmara a ɛfa amanaman mu asotwe ho. C)Nkyekyɛm a ɛto so abien no yɛ mmara a ɛhwɛ nea ɛba bere a wobu mmara a edi kan D)a ɛyɛ aman ntam asɛyɛde ahorow so"
Dɛn na nkyerɛkyerɛ a ɛfa ahyehyɛde ho no kyerɛ wɔ apam ahorow ho?	"[""Nkyerεkyerεmu a ɛfa nnwomasua ho no ka sɛ, ɛsɛ sɛ apam ahorow nyinaa dan ɔman mu mmara denam mmara so ansa na w'atumi adi dwuma."", 'Ɛho nhia sɛ wɔyɛ nnwuma foforo wɔ ɔman no mu wɔ nnwumakuo a wɔhyehyɛ wɔn no nkyerɛkyerɛ mu.', 'Wɔhwɛ apam ahorow no so sɛ nea wɔhyɛ ɔman no mmara ase wɔ adwene a ɛne sɛ wɔhyɛ mmara ase no mu.', 'Nkyerεkyerεmu a ɛfa nnwomasua ho no kyerɛ sɛ, bere a wɔpene apam ahorow so no, wɔdan emu mmara fa.']"	D	international_law	C)Ɛho nhia sɛ wɔyɛ nnwuma foforo wɔ ɔman no mu wɔ nnwumakuo a wɔhyehyɛ wɔn no nkyerɛkyerɛ mu.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dɛn na nkyerɛkyerɛ a ɛfa ahyehyɛde ho no kyerɛ wɔ apam ahorow ho?
 A)Nkyerεkyerεmu a ɛfa nnwomasua ho no ka sɛ B)ɛsɛ sɛ apam ahorow nyinaa dan ɔman mu mmara denam mmara so ansa na w'atumi adi dwuma. C)Ɛho nhia sɛ wɔyɛ nnwuma foforo wɔ ɔman no mu wɔ nnwumakuo a wɔhyehyɛ wɔn no nkyerɛkyerɛ mu. D)Wɔhwɛ apam ahorow no so sɛ nea wɔhyɛ ɔman no mmara ase wɔ adwene a ɛne sɛ wɔhyɛ mmara ase no mu."
So ɛsɛ sɛ wɔn a wɔpԑ sԑ wodi atetԑm a ICJ de ato dwa no so?	['Dabi, sɛnea mmara no kyerɛ no, ɛnsɛ sɛ wɔn a wɔsɔre tia mmara no di so.', 'Dabi, gye sɛ nnipa baanu no adi kan ayɛ ho nhyehyɛe.', 'Sɛ nhyehyɛe a wɔbɛyɛ no bere tiaa bi no bɛda adi a, egyina Kɔɔto no gyinaesi so.', 'Aane, Asɛnnibea no asi gyinae bere nyinaa sɛ wɔhyɛ mmara a ɛwɔ La Grand asɛm (2001) mu.']	D	international_law	D)Dabi	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: So ɛsɛ sɛ wɔn a wɔpԑ sԑ wodi atetԑm a ICJ de ato dwa no so?
 A)Dabi B)sɛnea mmara no kyerɛ no C)ɛnsɛ sɛ wɔn a wɔsɔre tia mmara no di so. D)Dabi"
 Bere bɛn na aduruyɛ bɛyɛ nea mmara mma?	[' Wɔbu mmuaeɛ bi sɛ ɛmfata bere a ɛne mmara a ɛnni mu anaa ɛtia amanɔne mmara mu nnyinasosɛm titiriw te sɛ tumi a wɔde di dwuma anaa nnipa kyɛfa mmara.', 'Sɛ wɔde akodi mu yɛ akodi a, na wɔredi mmara so.', 'Sɛ kwan a wɔfa so de di nsɛm ho dwuma no bu apam a wɔaka ho asɛm no so a, ɛnni mmara so.', 'Sɛ ɔman a wɔagye ato mu no mpene so a, na mmuaeɛ a wɔde ba no ayɛ nea mmara mma.']	A	international_law	A) Wɔbu mmuaeɛ bi sɛ ɛmfata bere a ɛne mmara a ɛnni mu anaa ɛtia amanɔne mmara mu nnyinasosɛm titiriw te sɛ tumi a wɔde di dwuma anaa nnipa kyɛfa mmara.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user:  Bere bɛn na aduruyɛ bɛyɛ nea mmara mma?
 A) Wɔbu mmuaeɛ bi sɛ ɛmfata bere a ɛne mmara a ɛnni mu anaa ɛtia amanɔne mmara mu nnyinasosɛm titiriw te sɛ tumi a wɔde di dwuma anaa nnipa kyɛfa mmara. B)Sɛ wɔde akodi mu yɛ akodi a C)na wɔredi mmara so. D)Sɛ kwan a wɔfa so de di nsɛm ho dwuma no bu apam a wɔaka ho asɛm no so a"
Nsonsonoe bɛn na ɛwɔ akasakasa a wɔnam amanyɔsɛm ne mmara so siesie no mu?	['Nea ɛne akwan ahorow a wɔfa so di dwuma bɔ abira no, nea efi mmara kwan so ba no te sɛ ntwerɛeɛ anaa ICJ a ɔyɛ mmaranimni mu ba no yɛ ade a etwa to a ɛho hia wɔ apontow no ase.', 'Wɔde amammuisɛm kwan di dwuma bere a akuw abien no nyinaa gye tom, nanso mmara kwan kwan kwan no nhwehwɛ sɛ obiara gye tom.', 'Ɛnyɛ bere nyinaa na mmara kwan so a wɔde di dwuma no de ɔko no ba awiei; mmom no, amammuisɛm kwan so na ɛba saa.', 'Bere a wɔde amammui akwan di dwuma wɔ akyinnyegye nyinaa mu no, wɔde mmara kwan a wɔde siesie akyinnyegye no di dwuma wɔ nsɛm a ɛho hia nkutoo ho.']	A	international_law	B)nea efi mmara kwan so ba no te sɛ ntwerɛeɛ anaa ICJ a ɔyɛ mmaranimni mu ba no yɛ ade a etwa to a ɛho hia wɔ apontow no ase.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Nsonsonoe bɛn na ɛwɔ akasakasa a wɔnam amanyɔsɛm ne mmara so siesie no mu?
 A)Nea ɛne akwan ahorow a wɔfa so di dwuma bɔ abira no B)nea efi mmara kwan so ba no te sɛ ntwerɛeɛ anaa ICJ a ɔyɛ mmaranimni mu ba no yɛ ade a etwa to a ɛho hia wɔ apontow no ase. C)Wɔde amammuisɛm kwan di dwuma bere a akuw abien no nyinaa gye tom D)nanso mmara kwan kwan kwan no nhwehwɛ sɛ obiara gye tom."
 Dɛn nti na ɛho hia sɛ wodi kan hwehwɛ ahobammɔ wɔ ɔman a wowom no mmara mu wɔ nnipa ahofadi ho nsɛm a ɛfa amanaman ho mu?	['Nea ɛbɛyɛ na wɔagyae amanaman asɛnnibea sɛnea ɛbɛyɛ a wobedi nsɛm a emu yɛ den yi ho dwuma no, wɔhyehyɛɛ ɔman no mu nneɛma binom.', 'Mpɔtam atetena mmara no bɔ mmɔden sɛ ɛbɛsi wɔn a wɔde nhyehyɛe bɔne di dwuma no kwan sɛ wɔmmfa nkrataa a mfaso nni so mma.', ' Ɔmanfo a wɔdi atɛm no botae ne sɛ wɔbɛtew nsɛm a wɔde ba amanaman ntam asɛnnibea no so, na wɔama ɔmanfo a wɔdi atɛm no tumi ayɛ adwuma yiye.', 'Ɔman no mu atɛmmuo mmara kyerɛ sɛ ɔman no mu atɛmmuo yɛ papa sen amanaman ntam atɛmmuo wɔ nsɛm ho.']	C	international_law	D) Ɔmanfo a wɔdi atɛm no botae ne sɛ wɔbɛtew nsɛm a wɔde ba amanaman ntam asɛnnibea no so	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user:  Dɛn nti na ɛho hia sɛ wodi kan hwehwɛ ahobammɔ wɔ ɔman a wowom no mmara mu wɔ nnipa ahofadi ho nsɛm a ɛfa amanaman ho mu?
 A)Nea ɛbɛyɛ na wɔagyae amanaman asɛnnibea sɛnea ɛbɛyɛ a wobedi nsɛm a emu yɛ den yi ho dwuma no B)wɔhyehyɛɛ ɔman no mu nneɛma binom. C)Mpɔtam atetena mmara no bɔ mmɔden sɛ ɛbɛsi wɔn a wɔde nhyehyɛe bɔne di dwuma no kwan sɛ wɔmmfa nkrataa a mfaso nni so mma. D) Ɔmanfo a wɔdi atɛm no botae ne sɛ wɔbɛtew nsɛm a wɔde ba amanaman ntam asɛnnibea no so"
Wei mu nea ɛwɔ he na ɛda 'teasefoɔ afidie nnyinasoɔ' a Europe dasani fawohodie asɛnnibea no de dii dwuma no adi yie?	['Golder v UK (1978)', 'A v UK (2009)', 'Goodwin v UK (2002)', 'Osman v UK (1998)']	C	international_law	A)Golder v UK (1978)	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Wei mu nea ɛwɔ he na ɛda 'teasefoɔ afidie nnyinasoɔ' a Europe dasani fawohodie asɛnnibea no de dii dwuma no adi yie?
 A)Golder v UK (1978) B)A v UK (2009) C)Goodwin v UK (2002) D)Osman v UK (1998)"
So mmara a ɛfa ananafoɔ asɛnnibea gyinaesi a wogye tom no di akwankyerɛ koro no ara a ɛfa apam a wɔhyehyɛ na wɔsakra ho no akyi?	"['Amanaman mu asɛnnibea gyinaesi ahorow a wɔde di dwuma no gyina mmara a ɛfa ahyehyɛde no ho so.', 'Amanaman mu asɛnnibea gyinaesi ahorow a wɔde di dwuma no gyina nsakrae nkyerɛkyerɛ so.', "" Sε obi gye ntεm a wofi amannɔne asεm ho a, egyina ntεm atitiriw anaa amannɔne apam a w'adi so."", 'Asɛnnibea ahorow si gyinae sɛ wɔbɛhyɛ aman foforo asɛnnibea gyinaesi ahorow a egyina ɔbra pa nnyinasosɛm so so.']"	C	international_law	A)Amanaman mu asɛnnibea gyinaesi ahorow a wɔde di dwuma no gyina mmara a ɛfa ahyehyɛde no ho so.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: So mmara a ɛfa ananafoɔ asɛnnibea gyinaesi a wogye tom no di akwankyerɛ koro no ara a ɛfa apam a wɔhyehyɛ na wɔsakra ho no akyi?
 A)Amanaman mu asɛnnibea gyinaesi ahorow a wɔde di dwuma no gyina mmara a ɛfa ahyehyɛde no ho so. B)Amanaman mu asɛnnibea gyinaesi ahorow a wɔde di dwuma no gyina nsakrae nkyerɛkyerɛ so. C) Sε obi gye ntεm a wofi amannɔne asεm ho a D)egyina ntεm atitiriw anaa amannɔne apam a w'adi so."
Dɛn ne ade titiriw a Lords Abam no hui wɔ Pinochet asɛm no mu?	['Pinochet asɛm no daa no adi sɛ kan akannifo no wɔ ahofadi koraa.', 'Pinochet asɛm no daa no adi sɛ ahofadi no fa ɔmanfo nnwuma nyinaa ho.', 'Pinochet asɛm no sii so dua sɛ kan akannifo hwere wɔn ankasa ahofadi bere a wogyae adwuma no.', 'Pinochet asɛm no daa no adi sɛ nsonsonoe biara nni ahofadi a wɔde ma kannifo ne wɔn a wodi kan no ntam.']	C	international_law	A)Pinochet asɛm no daa no adi sɛ kan akannifo no wɔ ahofadi koraa.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Dɛn ne ade titiriw a Lords Abam no hui wɔ Pinochet asɛm no mu?
 A)Pinochet asɛm no daa no adi sɛ kan akannifo no wɔ ahofadi koraa. B)Pinochet asɛm no daa no adi sɛ ahofadi no fa ɔmanfo nnwuma nyinaa ho. C)Pinochet asɛm no sii so dua sɛ kan akannifo hwere wɔn ankasa ahofadi bere a wogyae adwuma no. D)Pinochet asɛm no daa no adi sɛ nsonsonoe biara nni ahofadi a wɔde ma kannifo ne wɔn a wodi kan no ntam."
 Nsɛm a edidi so yi mu nea ɛwɔ he na ɛnyɛ nokware?	"['Wiase Ko no akyi pɛɛ na wɔde nsɛmmɔnedifo kɔɔ asɛnnibea wɔ Nuremberg ne Tokyo.', ' Ɔko nsɛmmɔnedi ho asɛnnibea no de nsɛmmɔnedi foforo sii hɔ a wɔfrɛ no ""bɔne a wɔde tia adesamma"".', 'Ɔko nsɛmmɔnedi ho asɛnnibea no maa ankorankoro a wɔyɛ nsɛmmɔnedi ne amumɔyɛsɛm tia adesamma no dii fɔ wɔ mmara kwan so.', 'Ɔko bɔne ho asotwe a wɔde dii dwuma no kyerɛe sɛ tumi a ɛkorɔn a wɔde ma obi no ntumi nyɛ ɔko bɔne anaa amumɔyɛ a wɔde ba adesamma so ho anoyi.']"	A	international_law	A)Wiase Ko no akyi pɛɛ na wɔde nsɛmmɔnedifo kɔɔ asɛnnibea wɔ Nuremberg ne Tokyo.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user:  Nsɛm a edidi so yi mu nea ɛwɔ he na ɛnyɛ nokware?
 A)Wiase Ko no akyi pɛɛ na wɔde nsɛmmɔnedifo kɔɔ asɛnnibea wɔ Nuremberg ne Tokyo. B) Ɔko nsɛmmɔnedi ho asɛnnibea no de nsɛmmɔnedi foforo sii hɔ a wɔfrɛ no ""bɔne a wɔde tia adesamma"". C)Ɔko nsɛmmɔnedi ho asɛnnibea no maa ankorankoro a wɔyɛ nsɛmmɔnedi ne amumɔyɛsɛm tia adesamma no dii fɔ wɔ mmara kwan so. D)Ɔko bɔne ho asotwe a wɔde dii dwuma no kyerɛe sɛ tumi a ɛkorɔn a wɔde ma obi no ntumi nyɛ ɔko bɔne anaa amumɔyɛ a wɔde ba adesamma so ho anoyi."
Ɔman bɛn na ɛwɔ tumi wɔ po so ahyɛn so wɔ amanaman ntam nsu mu?	"['Ɔman biara betumi de ne mmara adi dwuma wɔ amanaman asubɔnten mu.', 'Aman betumi de wɔn mmara adi dwuma wɔ ananafo ahyɛn so wɔ amanaman ntam nsu mu bere a nsɛmmɔnedi ho nsɛm a ɛfa wɔn ho wɔ hɔ no.', ""Ɔman a po so hyɛn hyɛ n'ahyɛn ase no nkutoo na ɔwɔ tumi wɔ po so hyɛn no so wɔ amanaman ntam nsu mu, gye tebea horow bi te sɛ po so akwantu mu."", ""Ɔman a ahyɛn hyɛ n'ahyɛn no frankaa so no nkutoo na ɔwɔ tumi wɔ n'ahyɛn no so wɔ amanaman ntam nsu mu a annyɛ biara.""]"	C	international_law	B)Aman betumi de wɔn mmara adi dwuma wɔ ananafo ahyɛn so wɔ amanaman ntam nsu mu bere a nsɛmmɔnedi ho nsɛm a ɛfa wɔn ho wɔ hɔ no.	"presemble: You are a highly knowledgeable and intelligent artificial intelligence model answers multiple-choice questions about international_law. Return the correct option only
user: Ɔman bɛn na ɛwɔ tumi wɔ po so ahyɛn so wɔ amanaman ntam nsu mu?
 A)Ɔman biara betumi de ne mmara adi dwuma wɔ amanaman asubɔnten mu. B)Aman betumi de wɔn mmara adi dwuma wɔ ananafo ahyɛn so wɔ amanaman ntam nsu mu bere a nsɛmmɔnedi ho nsɛm a ɛfa wɔn ho wɔ hɔ no. C)Ɔman a po so hyɛn hyɛ n'ahyɛn ase no nkutoo na ɔwɔ tumi wɔ po so hyɛn no so wɔ amanaman ntam nsu mu D)gye tebea horow bi te sɛ po so akwantu mu."
